Exposure to risk (cohort 5x10), 	Last modified: 27 Aug 2026; Methods Protocol: v6 (2017) 

PopName    Year          Age             Female            Male           Total
AUS      1880-1889     80-84           705100.43       411014.02      1116114.45
AUS      1880-1889     85-89           368611.77       171044.72       539656.49
AUS      1880-1889     90-94           144607.04        50432.47       195039.51
AUS      1880-1889     95-99            38053.12         9720.76        47773.88
AUS      1880-1889    100-104            5803.39         1090.92         6894.31
AUS      1880-1889    105-109             406.28           70.17          476.46
AUS      1880-1889    110+                  4.68            0.00            4.68
AUS      1890-1899        0                    .               .               .
AUS      1890-1899      1-4                    .               .               .
AUS      1890-1899      5-9                    .               .               .
AUS      1890-1899     10-14                   .               .               .
AUS      1890-1899     15-19                   .               .               .
AUS      1890-1899     20-24                   .               .               .
AUS      1890-1899     25-29          1411178.95      1366106.23      2777285.18
AUS      1890-1899     30-34          2330659.92      2308976.71      4639636.63
AUS      1890-1899     35-39          2356326.47      2347335.74      4703662.20
AUS      1890-1899     40-44          2308565.83      2291073.91      4599639.74
AUS      1890-1899     45-49          2255073.91      2225120.20      4480194.10
AUS      1890-1899     50-54          2189256.24      2136685.15      4325941.39
AUS      1890-1899     55-59          2114263.65      2006257.88      4120521.53
AUS      1890-1899     60-64          2015985.29      1808398.14      3824383.43
AUS      1890-1899     65-69          1863031.86      1529957.27      3392989.13
AUS      1890-1899     70-74          1614802.17      1176313.33      2791115.50
AUS      1890-1899     75-79          1278725.79       795584.48      2074310.27
AUS      1890-1899     80-84           920847.35       459620.81      1380468.16
AUS      1890-1899     85-89           536989.65       209533.64       746523.29
AUS      1890-1899     90-94           235844.41        68866.20       304710.61
AUS      1890-1899     95-99            66992.88        14449.82        81442.70
AUS      1890-1899    100-104           10721.09         1712.15        12433.24
AUS      1890-1899    105-109             703.32           70.56          773.88
AUS      1890-1899    110+                  6.75            0.00            6.75
AUS      1900-1909        0                    .               .               .
AUS      1900-1909      1-4                    .               .               .
AUS      1900-1909      5-9                    .               .               .
AUS      1900-1909     10-14                   .               .               .
AUS      1900-1909     15-19          1508058.21      1572180.42      3080238.63
AUS      1900-1909     20-24          2438695.25      2584274.10      5022969.35
AUS      1900-1909     25-29          2521331.84      2710593.74      5231925.59
AUS      1900-1909     30-34          2502866.90      2687170.59      5190037.49
AUS      1900-1909     35-39          2475181.11      2649901.92      5125083.03
AUS      1900-1909     40-44          2461138.17      2656271.34      5117409.51
AUS      1900-1909     45-49          2463738.70      2682280.73      5146019.43
AUS      1900-1909     50-54          2438374.96      2618584.93      5056959.89
AUS      1900-1909     55-59          2385394.60      2467978.48      4853373.09
AUS      1900-1909     60-64          2304964.06      2221745.38      4526709.44
AUS      1900-1909     65-69          2188946.52      1932864.03      4121810.55
AUS      1900-1909     70-74          1982339.87      1557489.94      3539829.81
AUS      1900-1909     75-79          1653779.83      1121119.69      2774899.52
AUS      1900-1909     80-84          1245638.14       692841.98      1938480.12
AUS      1900-1909     85-89           782754.97       346892.18      1129647.15
AUS      1900-1909     90-94           369207.90       125739.65       494947.54
AUS      1900-1909     95-99           109354.83        27659.70       137014.54
AUS      1900-1909    100-104           17054.99         3246.75        20301.73
AUS      1900-1909    105-109            1057.74          144.09         1201.82
AUS      1900-1909    110+                 11.58            0.00           11.58
AUS      1910-1919        0                    .               .               .
AUS      1910-1919      1-4                    .               .               .
AUS      1910-1919      5-9           1756181.51      1813211.60      3569393.11
AUS      1910-1919     10-14          2879802.45      2956890.74      5836693.19
AUS      1910-1919     15-19          2963293.76      3048971.86      6012265.61
AUS      1910-1919     20-24          2966464.13      3035562.67      6002026.80
AUS      1910-1919     25-29          2959760.73      2977802.62      5937563.35
AUS      1910-1919     30-34          2990552.55      3012411.56      6002964.10
AUS      1910-1919     35-39          3085620.95      3181212.73      6266833.67
AUS      1910-1919     40-44          3167397.57      3296239.80      6463637.37
AUS      1910-1919     45-49          3176987.57      3285007.57      6461995.13
AUS      1910-1919     50-54          3135545.84      3189571.00      6325116.84
AUS      1910-1919     55-59          3074876.06      3030370.50      6105246.56
AUS      1910-1919     60-64          3015905.61      2781992.98      5797898.59
AUS      1910-1919     65-69          2850446.11      2475847.69      5326293.80
AUS      1910-1919     70-74          2621856.42      2086545.25      4708401.66
AUS      1910-1919     75-79          2244187.44      1594613.90      3838801.34
AUS      1910-1919     80-84          1766452.18      1052032.21      2818484.39
AUS      1910-1919     85-89          1184850.09       580072.13      1764922.23
AUS      1910-1919     90-94           597182.90       232066.57       829249.47
AUS      1910-1919     95-99           185736.97        55245.74       240982.70
AUS      1910-1919    100-104           27199.53         6005.55        33205.08
AUS      1910-1919    105-109             798.52          118.45          916.97
AUS      1910-1919    110+                     .               .               .
AUS      1920-1929        0            571889.60       596918.98      1168808.58
AUS      1920-1929      1-4           2472858.03      2566807.47      5039665.50
AUS      1920-1929      5-9           3085064.36      3188880.45      6273944.81
AUS      1920-1929     10-14          3090831.06      3176285.38      6267116.44
AUS      1920-1929     15-19          3098660.10      3159875.00      6258535.10
AUS      1920-1929     20-24          3129795.56      3211918.06      6341713.63
AUS      1920-1929     25-29          3305132.66      3533998.41      6839131.06
AUS      1920-1929     30-34          3526217.20      3806871.57      7333088.77
AUS      1920-1929     35-39          3674101.64      3920895.70      7594997.34
AUS      1920-1929     40-44          3772084.93      3996656.69      7768741.63
AUS      1920-1929     45-49          3823292.91      4024239.25      7847532.16
AUS      1920-1929     50-54          3789353.25      3922213.55      7711566.80
AUS      1920-1929     55-59          3703213.05      3734248.83      7437461.87
AUS      1920-1929     60-64          3657756.63      3530360.50      7188117.13
AUS      1920-1929     65-69          3499105.58      3222686.27      6721791.86
AUS      1920-1929     70-74          3257270.73      2810681.62      6067952.35
AUS      1920-1929     75-79          2901446.24      2302801.61      5204247.85
AUS      1920-1929     80-84          2383230.17      1671122.55      4054352.72
AUS      1920-1929     85-89          1700976.24      1032124.28      2733100.52
AUS      1920-1929     90-94           822556.10       415523.52      1238079.61
AUS      1920-1929     95-99           128872.19        48701.87       177574.06
AUS      1920-1929    100-104                  .               .               .
AUS      1920-1929    105-109                  .               .               .
AUS      1920-1929    110+                     .               .               .
AUS      1930-1939        0            555273.49       579953.69      1135227.19
AUS      1930-1939      1-4           2178349.42      2266105.39      4444454.80
AUS      1930-1939      5-9           2716086.51      2819642.80      5535729.31
AUS      1930-1939     10-14          2748494.84      2848569.10      5597063.93
AUS      1930-1939     15-19          2839298.49      2964652.05      5803950.54
AUS      1930-1939     20-24          3033448.71      3257914.11      6291362.82
AUS      1930-1939     25-29          3298658.07      3553737.49      6852395.56
AUS      1930-1939     30-34          3537373.06      3784283.44      7321656.50
AUS      1930-1939     35-39          3758899.33      3989964.71      7748864.04
AUS      1930-1939     40-44          3799433.84      4021053.04      7820486.89
AUS      1930-1939     45-49          3774811.54      3983150.51      7757962.05
AUS      1930-1939     50-54          3781998.17      3957907.55      7739905.71
AUS      1930-1939     55-59          3749316.36      3845903.39      7595219.75
AUS      1930-1939     60-64          3721308.07      3719083.78      7440391.85
AUS      1930-1939     65-69          3604605.02      3495439.25      7100044.27
AUS      1930-1939     70-74          3394761.22      3176544.27      6571305.49
AUS      1930-1939     75-79          3113923.72      2728834.82      5842758.54
AUS      1930-1939     80-84          2318973.35      1878601.83      4197575.18
AUS      1930-1939     85-89           766770.47       548808.15      1315578.62
AUS      1930-1939     90-94                   .               .               .
AUS      1930-1939     95-99                   .               .               .
AUS      1930-1939    100-104                  .               .               .
AUS      1930-1939    105-109                  .               .               .
AUS      1930-1939    110+                     .               .               .
AUS      1940-1949        0            754408.24       789887.61      1544295.85
AUS      1940-1949      1-4           3024597.75      3158466.29      6183064.04
AUS      1940-1949      5-9           3928877.12      4103099.53      8031976.66
AUS      1940-1949     10-14          4100872.92      4293025.83      8393898.76
AUS      1940-1949     15-19          4245807.81      4461854.71      8707662.53
AUS      1940-1949     20-24          4533672.84      4765685.32      9299358.16
AUS      1940-1949     25-29          4890419.29      5165323.93     10055743.22
AUS      1940-1949     30-34          5103963.50      5362406.22     10466369.72
AUS      1940-1949     35-39          5243116.78      5459976.67     10703093.45
AUS      1940-1949     40-44          5346434.86      5580200.94     10926635.80
AUS      1940-1949     45-49          5365910.69      5587648.32     10953559.01
AUS      1940-1949     50-54          5352845.01      5526910.68     10879755.69
AUS      1940-1949     55-59          5293541.76      5409642.24     10703184.01
AUS      1940-1949     60-64          5216175.92      5243655.11     10459831.04
AUS      1940-1949     65-69          5102615.92      5025789.23     10128405.16
AUS      1940-1949     70-74          4208556.54      4038765.11      8247321.65
AUS      1940-1949     75-79          1558005.51      1439672.38      2997677.90
AUS      1940-1949     80-84                   .               .               .
AUS      1940-1949     85-89                   .               .               .
AUS      1940-1949     90-94                   .               .               .
AUS      1940-1949     95-99                   .               .               .
AUS      1940-1949    100-104                  .               .               .
AUS      1940-1949    105-109                  .               .               .
AUS      1940-1949    110+                     .               .               .
AUS      1950-1959        0           1003037.82      1052100.28      2055138.09
AUS      1950-1959      1-4           4046451.22      4235857.05      8282308.27
AUS      1950-1959      5-9           5237905.04      5486088.72     10723993.76
AUS      1950-1959     10-14          5475510.86      5734912.08     11210422.94
AUS      1950-1959     15-19          5692991.99      5909151.07     11602143.06
AUS      1950-1959     20-24          5943772.98      6108594.03     12052367.02
AUS      1950-1959     25-29          6222684.15      6343734.21     12566418.35
AUS      1950-1959     30-34          6537648.64      6581280.61     13118929.25
AUS      1950-1959     35-39          6775851.96      6770122.08     13545974.05
AUS      1950-1959     40-44          6906898.63      6863146.39     13770045.02
AUS      1950-1959     45-49          6944922.49      6866849.20     13811771.69
AUS      1950-1959     50-54          6963590.47      6866342.82     13829933.29
AUS      1950-1959     55-59          6914632.66      6743798.69     13658431.34
AUS      1950-1959     60-64          5973292.11      5714599.19     11687891.30
AUS      1950-1959     65-69          2559474.03      2417841.21      4977315.24
AUS      1950-1959     70-74                   .               .               .
AUS      1950-1959     75-79                   .               .               .
AUS      1950-1959     80-84                   .               .               .
AUS      1950-1959     85-89                   .               .               .
AUS      1950-1959     90-94                   .               .               .
AUS      1950-1959     95-99                   .               .               .
AUS      1950-1959    100-104                  .               .               .
AUS      1950-1959    105-109                  .               .               .
AUS      1950-1959    110+                     .               .               .
AUS      1960-1969        0           1127560.92      1186601.60      2314162.52
AUS      1960-1969      1-4           4605683.10      4837503.17      9443186.27
AUS      1960-1969      5-9           6029241.09      6341645.35     12370886.44
AUS      1960-1969     10-14          6228934.36      6556552.83     12785487.19
AUS      1960-1969     15-19          6386914.10      6670681.02     13057595.12
AUS      1960-1969     20-24          6634774.04      6834429.56     13469203.60
AUS      1960-1969     25-29          6926628.40      6987688.22     13914316.61
AUS      1960-1969     30-34          7223627.04      7175508.12     14399135.16
AUS      1960-1969     35-39          7456423.96      7374916.19     14831340.15
AUS      1960-1969     40-44          7699064.51      7585178.14     15284242.65
AUS      1960-1969     45-49          7852705.29      7662839.33     15515544.62
AUS      1960-1969     50-54          6926126.15      6734985.18     13661111.33
AUS      1960-1969     55-59          3169433.82      3057999.62      6227433.44
AUS      1960-1969     60-64                   .               .               .
AUS      1960-1969     65-69                   .               .               .
AUS      1960-1969     70-74                   .               .               .
AUS      1960-1969     75-79                   .               .               .
AUS      1960-1969     80-84                   .               .               .
AUS      1960-1969     85-89                   .               .               .
AUS      1960-1969     90-94                   .               .               .
AUS      1960-1969     95-99                   .               .               .
AUS      1960-1969    100-104                  .               .               .
AUS      1960-1969    105-109                  .               .               .
AUS      1960-1969    110+                     .               .               .
AUS      1970-1979        0           1172198.64      1229870.86      2402069.50
AUS      1970-1979      1-4           4751852.62      4970928.87      9722781.49
AUS      1970-1979      5-9           6109667.41      6398941.03     12508608.44
AUS      1970-1979     10-14          6323187.66      6643671.90     12966859.56
AUS      1970-1979     15-19          6519310.06      6838940.37     13358250.43
AUS      1970-1979     20-24          6716677.54      6916565.46     13633243.00
AUS      1970-1979     25-29          6998146.88      7017743.07     14015889.95
AUS      1970-1979     30-34          7511210.09      7457005.30     14968215.39
AUS      1970-1979     35-39          7940893.81      7864495.20     15805389.02
AUS      1970-1979     40-44          7248571.37      7117773.74     14366345.11
AUS      1970-1979     45-49          3420412.43      3325886.15      6746298.59
AUS      1970-1979     50-54                   .               .               .
AUS      1970-1979     55-59                   .               .               .
AUS      1970-1979     60-64                   .               .               .
AUS      1970-1979     65-69                   .               .               .
AUS      1970-1979     70-74                   .               .               .
AUS      1970-1979     75-79                   .               .               .
AUS      1970-1979     80-84                   .               .               .
AUS      1970-1979     85-89                   .               .               .
AUS      1970-1979     90-94                   .               .               .
AUS      1970-1979     95-99                   .               .               .
AUS      1970-1979    100-104                  .               .               .
AUS      1970-1979    105-109                  .               .               .
AUS      1970-1979    110+                     .               .               .
AUS      1980-1989        0           1174098.73      1234768.57      2408867.30
AUS      1980-1989      1-4           4776479.61      5018647.29      9795126.90
AUS      1980-1989      5-9           6171890.38      6493853.50     12665743.87
AUS      1980-1989     10-14          6359359.47      6682552.52     13041911.99
AUS      1980-1989     15-19          6583775.64      6891083.35     13474859.00
AUS      1980-1989     20-24          7316296.54      7640925.87     14957222.40
AUS      1980-1989     25-29          8331026.55      8482396.05     16813422.60
AUS      1980-1989     30-34          7917472.50      7855366.57     15772839.07
AUS      1980-1989     35-39          3595363.71      3561765.88      7157129.60
AUS      1980-1989     40-44                   .               .               .
AUS      1980-1989     45-49                   .               .               .
AUS      1980-1989     50-54                   .               .               .
AUS      1980-1989     55-59                   .               .               .
AUS      1980-1989     60-64                   .               .               .
AUS      1980-1989     65-69                   .               .               .
AUS      1980-1989     70-74                   .               .               .
AUS      1980-1989     75-79                   .               .               .
AUS      1980-1989     80-84                   .               .               .
AUS      1980-1989     85-89                   .               .               .
AUS      1980-1989     90-94                   .               .               .
AUS      1980-1989     95-99                   .               .               .
AUS      1980-1989    100-104                  .               .               .
AUS      1980-1989    105-109                  .               .               .
AUS      1980-1989    110+                     .               .               .
AUS      1990-1991        0            251781.41       265563.87       517345.28
AUS      1990-1991      1-4           1012922.48      1066841.54      2079764.02
AUS      1990-1991      5-9           1300894.15      1368233.53      2669127.68
AUS      1990-1991     10-14          1342315.44      1415011.22      2757326.66
AUS      1990-1991     15-19          1414669.97      1491912.63      2906582.60
AUS      1990-1991     20-24          1628499.80      1691077.82      3319577.61
AUS      1990-1991     25-29          1868276.52      1872163.14      3740439.67
AUS      1990-1991     30-34                   .               .               .
AUS      1990-1991     35-39                   .               .               .
AUS      1990-1991     40-44                   .               .               .
AUS      1990-1991     45-49                   .               .               .
AUS      1990-1991     50-54                   .               .               .
AUS      1990-1991     55-59                   .               .               .
AUS      1990-1991     60-64                   .               .               .
AUS      1990-1991     65-69                   .               .               .
AUS      1990-1991     70-74                   .               .               .
AUS      1990-1991     75-79                   .               .               .
AUS      1990-1991     80-84                   .               .               .
AUS      1990-1991     85-89                   .               .               .
AUS      1990-1991     90-94                   .               .               .
AUS      1990-1991     95-99                   .               .               .
AUS      1990-1991    100-104                  .               .               .
AUS      1990-1991    105-109                  .               .               .
AUS      1990-1991    110+                     .               .               .
AUT      1871-1879        0                    .               .               .
AUT      1871-1879      1-4                    .               .               .
AUT      1871-1879      5-9                    .               .               .
AUT      1871-1879     10-14                   .               .               .
AUT      1871-1879     15-19                   .               .               .
AUT      1871-1879     20-24                   .               .               .
AUT      1871-1879     25-29                   .               .               .
AUT      1871-1879     30-34                   .               .               .
AUT      1871-1879     35-39                   .               .               .
AUT      1871-1879     40-44                   .               .               .
AUT      1871-1879     45-49                   .               .               .
AUT      1871-1879     50-54                   .               .               .
AUT      1871-1879     55-59                   .               .               .
AUT      1871-1879     60-64                   .               .               .
AUT      1871-1879     65-69                   .               .               .
AUT      1871-1879     70-74           611231.74       443179.76      1054411.50
AUT      1871-1879     75-79           743736.79       506820.17      1250556.96
AUT      1871-1879     80-84           444099.37       270172.88       714272.24
AUT      1871-1879     85-89           193103.38       100418.77       293522.15
AUT      1871-1879     90-94            54206.85        23366.37        77573.22
AUT      1871-1879     95-99             8560.81         3014.69        11575.50
AUT      1871-1879    100-104             662.33          202.00          864.33
AUT      1871-1879    105-109              22.00           12.67           34.67
AUT      1871-1879    110+                  0.00            0.00            0.00
AUT      1880-1889        0                    .               .               .
AUT      1880-1889      1-4                    .               .               .
AUT      1880-1889      5-9                    .               .               .
AUT      1880-1889     10-14                   .               .               .
AUT      1880-1889     15-19                   .               .               .
AUT      1880-1889     20-24                   .               .               .
AUT      1880-1889     25-29                   .               .               .
AUT      1880-1889     30-34                   .               .               .
AUT      1880-1889     35-39                   .               .               .
AUT      1880-1889     40-44                   .               .               .
AUT      1880-1889     45-49                   .               .               .
AUT      1880-1889     50-54                   .               .               .
AUT      1880-1889     55-59                   .               .               .
AUT      1880-1889     60-64           991911.12       738688.53      1730599.65
AUT      1880-1889     65-69          1622477.54      1164450.18      2786927.73
AUT      1880-1889     70-74          1441545.54       952160.59      2393706.13
AUT      1880-1889     75-79          1079772.43       634102.47      1713874.90
AUT      1880-1889     80-84           663573.31       332968.96       996542.27
AUT      1880-1889     85-89           300038.33       125946.89       425985.22
AUT      1880-1889     90-94            88126.39        30108.16       118234.54
AUT      1880-1889     95-99            14856.67         4134.00        18990.67
AUT      1880-1889    100-104            1389.00          326.67         1715.67
AUT      1880-1889    105-109              71.33            8.33           79.67
AUT      1880-1889    110+                  8.00            0.00            8.00
AUT      1890-1899        0                    .               .               .
AUT      1890-1899      1-4                    .               .               .
AUT      1890-1899      5-9                    .               .               .
AUT      1890-1899     10-14                   .               .               .
AUT      1890-1899     15-19                   .               .               .
AUT      1890-1899     20-24                   .               .               .
AUT      1890-1899     25-29                   .               .               .
AUT      1890-1899     30-34                   .               .               .
AUT      1890-1899     35-39                   .               .               .
AUT      1890-1899     40-44                   .               .               .
AUT      1890-1899     45-49                   .               .               .
AUT      1890-1899     50-54          1299785.00      1067850.66      2367635.67
AUT      1890-1899     55-59          2248176.12      1752495.71      4000671.83
AUT      1890-1899     60-64          2233233.80      1649075.44      3882309.24
AUT      1890-1899     65-69          2032853.27      1379614.52      3412467.79
AUT      1890-1899     70-74          1738207.59      1047572.95      2785780.53
AUT      1890-1899     75-79          1331262.39       686719.22      2017981.61
AUT      1890-1899     80-84           853307.26       358836.97      1212144.24
AUT      1890-1899     85-89           413139.00       141344.67       554483.67
AUT      1890-1899     90-94           137856.33        37895.33       175751.67
AUT      1890-1899     95-99            28199.33         6120.00        34319.33
AUT      1890-1899    100-104            2990.00          457.00         3447.00
AUT      1890-1899    105-109             201.33           13.00          214.33
AUT      1890-1899    110+                  1.00            0.33            1.33
AUT      1900-1909        0                    .               .               .
AUT      1900-1909      1-4                    .               .               .
AUT      1900-1909      5-9                    .               .               .
AUT      1900-1909     10-14                   .               .               .
AUT      1900-1909     15-19                   .               .               .
AUT      1900-1909     20-24                   .               .               .
AUT      1900-1909     25-29                   .               .               .
AUT      1900-1909     30-34                   .               .               .
AUT      1900-1909     35-39                   .               .               .
AUT      1900-1909     40-44          1472407.58      1244025.66      2716433.24
AUT      1900-1909     45-49          2698934.90      2323036.36      5021971.26
AUT      1900-1909     50-54          2784315.43      2361504.91      5145820.34
AUT      1900-1909     55-59          2682917.03      2201125.47      4884042.49
AUT      1900-1909     60-64          2548539.59      1972431.10      4520970.69
AUT      1900-1909     65-69          2350064.34      1662372.84      4012437.18
AUT      1900-1909     70-74          2053702.21      1284873.24      3338575.45
AUT      1900-1909     75-79          1635763.67       871464.00      2507227.67
AUT      1900-1909     80-84          1123417.67       491214.33      1614632.00
AUT      1900-1909     85-89           617625.00       219936.00       837561.00
AUT      1900-1909     90-94           237589.67        67693.67       305283.33
AUT      1900-1909     95-99            54507.33        12181.67        66689.00
AUT      1900-1909    100-104            6478.00         1133.33         7611.33
AUT      1900-1909    105-109             363.67           47.00          410.67
AUT      1900-1909    110+                  5.33            0.00            5.33
AUT      1910-1919        0                    .               .               .
AUT      1910-1919      1-4                    .               .               .
AUT      1910-1919      5-9                    .               .               .
AUT      1910-1919     10-14                   .               .               .
AUT      1910-1919     15-19                   .               .               .
AUT      1910-1919     20-24                   .               .               .
AUT      1910-1919     25-29                   .               .               .
AUT      1910-1919     30-34          1005043.83       774355.91      1779399.74
AUT      1910-1919     35-39          2176001.20      1688350.29      3864351.49
AUT      1910-1919     40-44          2309573.76      1778010.14      4087583.90
AUT      1910-1919     45-49          2266247.37      1729777.15      3996024.52
AUT      1910-1919     50-54          2225247.32      1673984.45      3899231.77
AUT      1910-1919     55-59          2159249.07      1581427.05      3740676.12
AUT      1910-1919     60-64          2064566.21      1437880.95      3502447.16
AUT      1910-1919     65-69          1925940.94      1246106.31      3172047.25
AUT      1910-1919     70-74          1728660.93      1008261.88      2736922.81
AUT      1910-1919     75-79          1449421.13       741512.35      2190933.48
AUT      1910-1919     80-84          1076736.13       468087.01      1544823.15
AUT      1910-1919     85-89           659161.50       239941.84       899103.33
AUT      1910-1919     90-94           287864.90        86651.23       374516.13
AUT      1910-1919     95-99            75371.28        18277.74        93649.02
AUT      1910-1919    100-104            9817.73         1734.67        11552.40
AUT      1910-1919    105-109             379.68           44.18          423.86
AUT      1910-1919    110+                  3.67            0.00            3.67
AUT      1920-1929        0                    .               .               .
AUT      1920-1929      1-4                    .               .               .
AUT      1920-1929      5-9                    .               .               .
AUT      1920-1929     10-14                   .               .               .
AUT      1920-1929     15-19                   .               .               .
AUT      1920-1929     20-24          1294342.25      1208536.71      2502878.96
AUT      1920-1929     25-29          2553153.35      2138831.83      4691985.18
AUT      1920-1929     30-34          2678020.53      2198255.29      4876275.81
AUT      1920-1929     35-39          2644590.61      2169354.33      4813944.94
AUT      1920-1929     40-44          2628498.00      2159423.95      4787921.94
AUT      1920-1929     45-49          2602875.41      2114134.71      4717010.12
AUT      1920-1929     50-54          2556219.53      2026776.46      4582995.98
AUT      1920-1929     55-59          2491019.92      1901735.93      4392755.86
AUT      1920-1929     60-64          2400145.10      1739291.00      4139436.10
AUT      1920-1929     65-69          2271008.54      1538365.70      3809374.24
AUT      1920-1929     70-74          2085431.34      1293195.60      3378626.94
