Exposure to risk (cohort 5x5), 	Last modified: 27 Aug 2026; Methods Protocol: v6 (2017) 

PopName    Year          Age             Female            Male           Total
AUS      1865-1869    100-104             643.94          168.26          812.20
AUS      1865-1869    105-109              28.76            8.70           37.46
AUS      1865-1869    110+                  1.13            0.00            1.13
AUS      1870-1874        0                    .               .               .
AUS      1870-1874      1-4                    .               .               .
AUS      1870-1874      5-9                    .               .               .
AUS      1870-1874     10-14                   .               .               .
AUS      1870-1874     15-19                   .               .               .
AUS      1870-1874     20-24                   .               .               .
AUS      1870-1874     25-29                   .               .               .
AUS      1870-1874     30-34                   .               .               .
AUS      1870-1874     35-39                   .               .               .
AUS      1870-1874     40-44                   .               .               .
AUS      1870-1874     45-49                   .               .               .
AUS      1870-1874     50-54           626854.49       677280.59      1304135.09
AUS      1870-1874     55-59           619497.13       649910.68      1269407.81
AUS      1870-1874     60-64           571910.40       574991.18      1146901.59
AUS      1870-1874     65-69           509698.47       486168.84       995867.31
AUS      1870-1874     70-74           423064.11       378221.73       801285.84
AUS      1870-1874     75-79           315858.40       256206.01       572064.40
AUS      1870-1874     80-84           216943.70       147772.38       364716.07
AUS      1870-1874     85-89           106599.38        60869.83       167469.21
AUS      1870-1874     90-94            37640.59        16997.09        54637.68
AUS      1870-1874     95-99             7795.02         2723.90        10518.92
AUS      1870-1874    100-104             841.38          277.20         1118.59
AUS      1870-1874    105-109              48.77           11.38           60.15
AUS      1870-1874    110+                  3.32            0.00            3.32
AUS      1875-1879        0                    .               .               .
AUS      1875-1879      1-4                    .               .               .
AUS      1875-1879      5-9                    .               .               .
AUS      1875-1879     10-14                   .               .               .
AUS      1875-1879     15-19                   .               .               .
AUS      1875-1879     20-24                   .               .               .
AUS      1875-1879     25-29                   .               .               .
AUS      1875-1879     30-34                   .               .               .
AUS      1875-1879     35-39                   .               .               .
AUS      1875-1879     40-44                   .               .               .
AUS      1875-1879     45-49           724292.41       771030.16      1495322.57
AUS      1875-1879     50-54           725940.27       764339.99      1490280.26
AUS      1875-1879     55-59           687584.83       703875.32      1391460.15
AUS      1875-1879     60-64           643134.93       630655.03      1273789.96
AUS      1875-1879     65-69           577442.04       530263.66      1107705.70
AUS      1875-1879     70-74           487958.68       409963.20       897921.88
AUS      1875-1879     75-79           373799.81       276332.25       650132.07
AUS      1875-1879     80-84           257397.06       162260.99       419658.05
AUS      1875-1879     85-89           131065.27        67028.92       198094.19
AUS      1875-1879     90-94            46890.04        18420.84        65310.88
AUS      1875-1879     95-99            10531.93         3222.20        13754.12
AUS      1875-1879    100-104            1447.42          323.25         1770.67
AUS      1875-1879    105-109             130.94           25.00          155.94
AUS      1875-1879    110+                  0.45            0.72            1.17
AUS      1880-1884        0                    .               .               .
AUS      1880-1884      1-4                    .               .               .
AUS      1880-1884      5-9                    .               .               .
AUS      1880-1884     10-14                   .               .               .
AUS      1880-1884     15-19                   .               .               .
AUS      1880-1884     20-24                   .               .               .
AUS      1880-1884     25-29                   .               .               .
AUS      1880-1884     30-34                   .               .               .
AUS      1880-1884     35-39                   .               .               .
AUS      1880-1884     40-44           873306.79       923922.06      1797228.85
AUS      1880-1884     45-49           886970.09       942420.29      1829390.38
AUS      1880-1884     50-54           849316.19       893725.37      1743041.56
AUS      1880-1884     55-59           812194.95       832749.39      1644944.34
AUS      1880-1884     60-64           761263.71       745533.51      1506797.22
AUS      1880-1884     65-69           687076.86       625671.53      1312748.39
AUS      1880-1884     70-74           583787.72       483415.85      1067203.56
AUS      1880-1884     75-79           450859.10       326177.88       777036.98
AUS      1880-1884     80-84           318903.44       190892.18       509795.62
AUS      1880-1884     85-89           163847.12        78700.08       242547.21
AUS      1880-1884     90-94            61775.17        22223.40        83998.57
AUS      1880-1884     95-99            15646.37         4114.82        19761.19
AUS      1880-1884    100-104            2355.12          426.99         2782.11
AUS      1880-1884    105-109             184.04           30.73          214.78
AUS      1880-1884    110+                  2.82            0.00            2.82
AUS      1885-1889        0                    .               .               .
AUS      1885-1889      1-4                    .               .               .
AUS      1885-1889      5-9                    .               .               .
AUS      1885-1889     10-14                   .               .               .
AUS      1885-1889     15-19                   .               .               .
AUS      1885-1889     20-24                   .               .               .
AUS      1885-1889     25-29                   .               .               .
AUS      1885-1889     30-34                   .               .               .
AUS      1885-1889     35-39          1033754.00      1084289.26      2118043.26
AUS      1885-1889     40-44          1067526.74      1117015.30      2184542.04
AUS      1885-1889     45-49          1038319.36      1076277.37      2114596.72
AUS      1885-1889     50-54          1003241.60      1027712.78      2030954.38
AUS      1885-1889     55-59           957926.53       959360.67      1917287.20
AUS      1885-1889     60-64           898282.69       862013.28      1760295.96
AUS      1885-1889     65-69           818399.58       727123.46      1545523.04
AUS      1885-1889     70-74           706618.87       566490.62      1273109.49
AUS      1885-1889     75-79           554022.04       383660.71       937682.76
AUS      1885-1889     80-84           386196.98       220121.84       606318.82
AUS      1885-1889     85-89           204764.65        92344.64       297109.28
AUS      1885-1889     90-94            82831.88        28209.07       111040.94
AUS      1885-1889     95-99            22406.75         5605.94        28012.69
AUS      1885-1889    100-104            3448.27          663.93         4112.20
AUS      1885-1889    105-109             222.24           39.44          261.68
AUS      1885-1889    110+                  1.86            0.00            1.86
AUS      1890-1894        0                    .               .               .
AUS      1890-1894      1-4                    .               .               .
AUS      1890-1894      5-9                    .               .               .
AUS      1890-1894     10-14                   .               .               .
AUS      1890-1894     15-19                   .               .               .
AUS      1890-1894     20-24                   .               .               .
AUS      1890-1894     25-29                   .               .               .
AUS      1890-1894     30-34          1139299.51      1125542.09      2264841.60
AUS      1890-1894     35-39          1185805.41      1185009.36      2370814.77
AUS      1890-1894     40-44          1158260.17      1150718.26      2308978.43
AUS      1890-1894     45-49          1129780.45      1114701.26      2244481.71
AUS      1890-1894     50-54          1090790.21      1063799.15      2154589.36
AUS      1890-1894     55-59          1044566.63       993090.63      2037657.26
AUS      1890-1894     60-64           992499.13       894226.54      1886725.67
AUS      1890-1894     65-69           912803.46       753963.74      1666767.20
AUS      1890-1894     70-74           793754.35       582513.61      1376267.96
AUS      1890-1894     75-79           615283.96       390489.74      1005773.70
AUS      1890-1894     80-84           442814.59       225075.12       667889.72
AUS      1890-1894     85-89           251953.25       100342.21       352295.46
AUS      1890-1894     90-94           109502.70        32972.68       142475.38
AUS      1890-1894     95-99            30223.56         6799.57        37023.13
AUS      1890-1894    100-104            5017.56          769.63         5787.19
AUS      1890-1894    105-109             330.52           30.96          361.48
AUS      1890-1894    110+                  2.32            0.00            2.32
AUS      1895-1899        0                    .               .               .
AUS      1895-1899      1-4                    .               .               .
AUS      1895-1899      5-9                    .               .               .
AUS      1895-1899     10-14                   .               .               .
AUS      1895-1899     15-19                   .               .               .
AUS      1895-1899     20-24                   .               .               .
AUS      1895-1899     25-29          1125725.05      1093959.10      2219684.14
AUS      1895-1899     30-34          1191360.40      1183434.63      2374795.03
AUS      1895-1899     35-39          1170521.06      1162326.38      2332847.43
AUS      1895-1899     40-44          1150305.66      1140355.65      2290661.31
AUS      1895-1899     45-49          1125293.46      1110418.93      2235712.39
AUS      1895-1899     50-54          1098466.03      1072886.00      2171352.03
AUS      1895-1899     55-59          1069697.02      1013167.25      2082864.27
AUS      1895-1899     60-64          1023486.16       914171.60      1937657.75
AUS      1895-1899     65-69           950228.40       775993.53      1726221.93
AUS      1895-1899     70-74           821047.82       593799.72      1414847.54
AUS      1895-1899     75-79           663441.83       405094.74      1068536.56
AUS      1895-1899     80-84           478032.76       234545.68       712578.44
AUS      1895-1899     85-89           285036.40       109191.43       394227.83
AUS      1895-1899     90-94           126341.71        35893.52       162235.23
AUS      1895-1899     95-99            36769.32         7650.25        44419.57
AUS      1895-1899    100-104            5703.54          942.52         6646.05
AUS      1895-1899    105-109             372.81           39.60          412.41
AUS      1895-1899    110+                  4.43            0.00            4.43
AUS      1900-1904        0                    .               .               .
AUS      1900-1904      1-4                    .               .               .
AUS      1900-1904      5-9                    .               .               .
AUS      1900-1904     10-14                   .               .               .
AUS      1900-1904     15-19                   .               .               .
AUS      1900-1904     20-24          1125441.98      1166759.20      2292201.18
AUS      1900-1904     25-29          1209714.57      1297061.61      2506776.18
AUS      1900-1904     30-34          1202073.93      1284377.65      2486451.58
AUS      1900-1904     35-39          1187501.75      1269577.57      2457079.32
AUS      1900-1904     40-44          1167994.88      1245976.13      2413971.00
AUS      1900-1904     45-49          1155548.61      1239982.84      2395531.44
AUS      1900-1904     50-54          1143781.38      1214888.19      2358669.57
AUS      1900-1904     55-59          1117322.41      1144300.16      2261622.57
AUS      1900-1904     60-64          1073282.60      1031257.15      2104539.75
AUS      1900-1904     65-69          1008508.54       888291.48      1896800.01
AUS      1900-1904     70-74           921978.38       719217.38      1641195.75
AUS      1900-1904     75-79           757374.90       505399.25      1262774.15
AUS      1900-1904     80-84           566460.09       306638.88       873098.97
AUS      1900-1904     85-89           347818.74       148937.41       496756.15
AUS      1900-1904     90-94           161273.77        52827.90       214101.67
AUS      1900-1904     95-99            46534.81        11363.22        57898.03
AUS      1900-1904    100-104            7380.76         1379.02         8759.78
AUS      1900-1904    105-109             478.60           60.75          539.35
AUS      1900-1904    110+                  4.33            0.00            4.33
AUS      1905-1909        0                    .               .               .
AUS      1905-1909      1-4                    .               .               .
AUS      1905-1909      5-9                    .               .               .
AUS      1905-1909     10-14                   .               .               .
AUS      1905-1909     15-19          1230674.98      1289337.05      2520012.02
AUS      1905-1909     20-24          1313253.28      1417514.90      2730768.17
AUS      1905-1909     25-29          1311617.27      1413532.14      2725149.41
AUS      1905-1909     30-34          1300792.97      1402792.94      2703585.91
AUS      1905-1909     35-39          1287679.37      1380324.35      2668003.72
AUS      1905-1909     40-44          1293143.29      1410295.21      2703438.50
AUS      1905-1909     45-49          1308190.10      1442297.89      2750487.99
AUS      1905-1909     50-54          1294593.58      1403696.74      2698290.32
AUS      1905-1909     55-59          1268072.19      1323678.33      2591750.52
AUS      1905-1909     60-64          1231681.46      1190488.23      2422169.68
AUS      1905-1909     65-69          1180437.99      1044572.55      2225010.54
AUS      1905-1909     70-74          1060361.49       838272.56      1898634.06
AUS      1905-1909     75-79           896404.93       615720.44      1512125.37
AUS      1905-1909     80-84           679178.05       386203.09      1065381.14
AUS      1905-1909     85-89           434936.23       197954.77       632891.00
AUS      1905-1909     90-94           207934.12        72911.75       280845.87
AUS      1905-1909     95-99            62820.02        16296.48        79116.50
AUS      1905-1909    100-104            9674.23         1867.73        11541.96
AUS      1905-1909    105-109             579.14           83.34          662.47
AUS      1905-1909    110+                  7.26            0.00            7.26
AUS      1910-1914        0                    .               .               .
AUS      1910-1914      1-4                    .               .               .
AUS      1910-1914      5-9                    .               .               .
AUS      1910-1914     10-14          1402223.07      1431123.46      2833346.54
AUS      1910-1914     15-19          1482976.25      1525780.16      3008756.41
AUS      1910-1914     20-24          1486262.52      1526230.22      3012492.74
AUS      1910-1914     25-29          1480299.13      1516414.32      2996713.45
AUS      1910-1914     30-34          1475158.85      1491107.34      2966266.19
AUS      1910-1914     35-39          1502080.73      1555674.18      3057754.91
AUS      1910-1914     40-44          1551820.45      1643108.65      3194929.10
AUS      1910-1914     45-49          1559766.92      1643925.32      3203692.24
AUS      1910-1914     50-54          1537345.34      1591948.02      3129293.36
AUS      1910-1914     55-59          1492772.28      1498336.60      2991108.88
AUS      1910-1914     60-64          1482967.38      1378959.45      2861926.83
AUS      1910-1914     65-69          1395887.60      1213139.05      2609026.65
AUS      1910-1914     70-74          1280716.66      1009017.94      2289734.60
AUS      1910-1914     75-79          1088941.41       760774.34      1849715.76
AUS      1910-1914     80-84           850793.29       494243.61      1345036.90
AUS      1910-1914     85-89           559039.43       263233.57       822273.01
AUS      1910-1914     90-94           276262.88       101510.11       377772.99
AUS      1910-1914     95-99            84851.03        23742.67       108593.71
AUS      1910-1914    100-104           12895.53         2698.61        15594.14
AUS      1910-1914    105-109             700.00          101.95          801.95
AUS      1910-1914    110+                     .               .               .
AUS      1915-1919        0                    .               .               .
AUS      1915-1919      1-4                    .               .               .
AUS      1915-1919      5-9           1396537.89      1446164.18      2842702.08
AUS      1915-1919     10-14          1477579.38      1525767.27      3003346.65
AUS      1915-1919     15-19          1480317.51      1523191.69      3003509.20
AUS      1915-1919     20-24          1480201.60      1509332.45      2989534.06
AUS      1915-1919     25-29          1479461.60      1461388.30      2940849.90
AUS      1915-1919     30-34          1515393.70      1521304.22      3036697.92
AUS      1915-1919     35-39          1583540.22      1625538.54      3209078.76
AUS      1915-1919     40-44          1615577.12      1653131.15      3268708.27
AUS      1915-1919     45-49          1617220.65      1641082.24      3258302.89
AUS      1915-1919     50-54          1598200.50      1597622.98      3195823.48
AUS      1915-1919     55-59          1582103.78      1532033.90      3114137.67
AUS      1915-1919     60-64          1532938.23      1403033.53      2935971.76
AUS      1915-1919     65-69          1454558.51      1262708.64      2717267.15
AUS      1915-1919     70-74          1341139.76      1077527.31      2418667.07
AUS      1915-1919     75-79          1155246.02       833839.56      1989085.58
AUS      1915-1919     80-84           915658.90       557788.60      1473447.49
AUS      1915-1919     85-89           625810.66       316838.56       942649.22
AUS      1915-1919     90-94           320920.02       130556.46       451476.48
AUS      1915-1919     95-99           100885.93        31503.06       132389.00
AUS      1915-1919    100-104           14304.01         3306.94        17610.95
AUS      1915-1919    105-109                  .               .               .
AUS      1915-1919    110+                     .               .               .
AUS      1920-1924        0            258089.39       268407.96       526497.35
AUS      1920-1924      1-4           1251665.82      1296391.91      2548057.73
AUS      1920-1924      5-9           1571415.46      1623579.82      3194995.28
AUS      1920-1924     10-14          1572586.69      1619292.39      3191879.08
AUS      1920-1924     15-19          1576199.95      1616542.84      3192742.79
AUS      1920-1924     20-24          1572666.85      1585055.73      3157722.58
AUS      1920-1924     25-29          1630517.11      1688689.12      3319206.23
AUS      1920-1924     30-34          1749410.73      1859039.68      3608450.40
AUS      1920-1924     35-39          1827383.87      1923555.93      3750939.80
AUS      1920-1924     40-44          1863481.37      1945152.88      3808634.24
AUS      1920-1924     45-49          1883220.60      1955196.49      3838417.09
AUS      1920-1924     50-54          1884994.64      1925690.21      3810684.86
AUS      1920-1924     55-59          1834114.39      1814226.51      3648340.90
AUS      1920-1924     60-64          1805111.66      1700220.33      3505331.99
AUS      1920-1924     65-69          1726825.36      1550938.19      3277763.54
AUS      1920-1924     70-74          1599562.02      1332573.71      2932135.73
AUS      1920-1924     75-79          1412917.55      1074476.23      2487393.78
AUS      1920-1924     80-84          1152028.55       760318.86      1912347.41
AUS      1920-1924     85-89           812293.04       456508.75      1268801.79
AUS      1920-1924     90-94           428193.04       198938.08       627131.13
AUS      1920-1924     95-99           118398.62        44115.89       162514.51
AUS      1920-1924    100-104                  .               .               .
AUS      1920-1924    105-109                  .               .               .
AUS      1920-1924    110+                     .               .               .
AUS      1925-1929        0            313800.21       328511.02       642311.23
AUS      1925-1929      1-4           1221192.21      1270415.56      2491607.76
AUS      1925-1929      5-9           1513648.91      1565300.63      3078949.53
AUS      1925-1929     10-14          1518244.37      1556992.99      3075237.36
AUS      1925-1929     15-19          1522460.15      1543332.17      3065792.32
AUS      1925-1929     20-24          1557128.72      1626862.33      3183991.05
AUS      1925-1929     25-29          1674615.55      1845309.28      3519924.83
AUS      1925-1929     30-34          1776806.47      1947831.89      3724638.36
AUS      1925-1929     35-39          1846717.77      1997339.77      3844057.54
AUS      1925-1929     40-44          1908603.57      2051503.82      3960107.38
AUS      1925-1929     45-49          1940072.31      2069042.76      4009115.08
AUS      1925-1929     50-54          1904358.60      1996523.34      3900881.94
AUS      1925-1929     55-59          1869098.66      1920022.31      3789120.97
AUS      1925-1929     60-64          1852644.97      1830140.17      3682785.13
AUS      1925-1929     65-69          1772280.23      1671748.09      3444028.31
AUS      1925-1929     70-74          1657708.71      1478107.91      3135816.62
AUS      1925-1929     75-79          1488528.69      1228325.38      2716854.07
AUS      1925-1929     80-84          1231201.62       910803.69      2142005.31
AUS      1925-1929     85-89           888683.19       575615.53      1464298.73
AUS      1925-1929     90-94           394363.05       216585.43       610948.49
AUS      1925-1929     95-99                   .               .               .
AUS      1925-1929    100-104                  .               .               .
AUS      1925-1929    105-109                  .               .               .
AUS      1925-1929    110+                     .               .               .
AUS      1930-1934        0            273493.30       286406.45       559899.75
AUS      1930-1934      1-4           1069344.16      1115227.97      2184572.12
AUS      1930-1934      5-9           1332131.31      1386869.44      2719000.74
AUS      1930-1934     10-14          1335520.74      1386464.98      2721985.72
AUS      1930-1934     15-19          1360604.06      1419940.08      2780544.15
AUS      1930-1934     20-24          1438540.31      1562167.11      3000707.42
AUS      1930-1934     25-29          1568103.32      1717777.24      3285880.56
AUS      1930-1934     30-34          1670183.81      1806214.29      3476398.10
AUS      1930-1934     35-39          1782079.49      1905228.53      3687308.02
AUS      1930-1934     40-44          1836001.75      1960398.73      3796400.48
AUS      1930-1934     45-49          1815428.06      1921524.65      3736952.71
AUS      1930-1934     50-54          1807992.13      1891735.91      3699728.04
AUS      1930-1934     55-59          1797180.99      1845524.23      3642705.22
AUS      1930-1934     60-64          1782482.20      1770059.81      3552542.00
AUS      1930-1934     65-69          1719285.57      1657909.35      3377194.92
AUS      1930-1934     70-74          1617382.11      1492682.23      3110064.34
AUS      1930-1934     75-79          1477706.24      1269025.61      2746731.85
AUS      1930-1934     80-84          1247660.25       986296.23      2233956.49
AUS      1930-1934     85-89           721833.00       514324.23      1236157.23
AUS      1930-1934     90-94                   .               .               .
AUS      1930-1934     95-99                   .               .               .
AUS      1930-1934    100-104                  .               .               .
AUS      1930-1934    105-109                  .               .               .
AUS      1930-1934    110+                     .               .               .
AUS      1935-1939        0            281780.19       293547.25       575327.44
AUS      1935-1939      1-4           1109005.26      1150877.42      2259882.68
AUS      1935-1939      5-9           1383955.21      1432773.36      2816728.57
AUS      1935-1939     10-14          1412974.10      1462104.11      2875078.21
AUS      1935-1939     15-19          1478694.43      1544711.96      3023406.39
AUS      1935-1939     20-24          1594908.40      1695747.00      3290655.40
AUS      1935-1939     25-29          1730554.75      1835960.24      3566515.00
AUS      1935-1939     30-34          1867189.25      1978069.16      3845258.40
AUS      1935-1939     35-39          1976819.84      2084736.18      4061556.02
AUS      1935-1939     40-44          1963432.09      2060654.31      4024086.41
AUS      1935-1939     45-49          1959383.48      2061625.86      4021009.34
AUS      1935-1939     50-54          1974006.04      2066171.64      4040177.68
AUS      1935-1939     55-59          1952135.37      2000379.16      3952514.53
AUS      1935-1939     60-64          1938825.88      1949023.97      3887849.85
AUS      1935-1939     65-69          1885319.45      1837529.90      3722849.34
AUS      1935-1939     70-74          1777379.11      1683862.04      3461241.15
AUS      1935-1939     75-79          1636217.48      1459809.21      3096026.69
AUS      1935-1939     80-84          1071313.09       892305.60      1963618.69
AUS      1935-1939     85-89                   .               .               .
AUS      1935-1939     90-94                   .               .               .
AUS      1935-1939     95-99                   .               .               .
AUS      1935-1939    100-104                  .               .               .
AUS      1935-1939    105-109                  .               .               .
AUS      1935-1939    110+                     .               .               .
AUS      1940-1944        0            335302.71       349587.64       684890.35
AUS      1940-1944      1-4           1317753.41      1369042.80      2686796.21
AUS      1940-1944      5-9           1678446.18      1743227.18      3421673.36
AUS      1940-1944     10-14          1755408.82      1830133.39      3585542.21
AUS      1940-1944     15-19          1822498.29      1911161.28      3733659.57
AUS      1940-1944     20-24          1936037.55      2048830.98      3984868.53
AUS      1940-1944     25-29          2100724.88      2248400.91      4349125.79
AUS      1940-1944     30-34          2237595.46      2383379.95      4620975.41
AUS      1940-1944     35-39          2278940.37      2390090.82      4669031.19
AUS      1940-1944     40-44          2319280.69      2436750.60      4756031.30
AUS      1940-1944     45-49          2330456.45      2458066.79      4788523.23
AUS      1940-1944     50-54          2320705.18      2426528.88      4747234.06
AUS      1940-1944     55-59          2299512.93      2379651.28      4679164.21
AUS      1940-1944     60-64          2279299.29      2303423.46      4582722.75
AUS      1940-1944     65-69          2230306.80      2200679.01      4430985.81
AUS      1940-1944     70-74          2119710.42      2036129.11      4155839.53
AUS      1940-1944     75-79          1463884.84      1351048.04      2814932.88
AUS      1940-1944     80-84                   .               .               .
AUS      1940-1944     85-89                   .               .               .
AUS      1940-1944     90-94                   .               .               .
AUS      1940-1944     95-99                   .               .               .
AUS      1940-1944    100-104                  .               .               .
AUS      1940-1944    105-109                  .               .               .
AUS      1940-1944    110+                     .               .               .
AUS      1945-1949        0            419105.53       440299.97       859405.50
AUS      1945-1949      1-4           1706844.34      1789423.49      3496267.83
AUS      1945-1949      5-9           2250430.95      2359872.35      4610303.30
AUS      1945-1949     10-14          2345464.11      2462892.44      4808356.55
AUS      1945-1949     15-19          2423309.52      2550693.44      4974002.96
AUS      1945-1949     20-24          2597635.29      2716854.35      5314489.63
AUS      1945-1949     25-29          2789694.41      2916923.02      5706617.43
AUS      1945-1949     30-34          2866368.03      2979026.27      5845394.30
AUS      1945-1949     35-39          2964176.41      3069885.84      6034062.26
AUS      1945-1949     40-44          3027154.17      3143450.33      6170604.50
AUS      1945-1949     45-49          3035454.24      3129581.53      6165035.78
AUS      1945-1949     50-54          3032139.83      3100381.80      6132521.63
AUS      1945-1949     55-59          2994028.83      3029990.97      6024019.80
AUS      1945-1949     60-64          2936876.64      2940231.65      5877108.29
AUS      1945-1949     65-69          2872309.12      2825110.23      5697419.35
AUS      1945-1949     70-74          2088846.12      2002636.00      4091482.12
AUS      1945-1949     75-79                   .               .               .
AUS      1945-1949     80-84                   .               .               .
AUS      1945-1949     85-89                   .               .               .
AUS      1945-1949     90-94                   .               .               .
AUS      1945-1949     95-99                   .               .               .
AUS      1945-1949    100-104                  .               .               .
AUS      1945-1949    105-109                  .               .               .
AUS      1945-1949    110+                     .               .               .
AUS      1950-1954        0            478422.52       500193.54       978616.06
AUS      1950-1954      1-4           1933157.82      2016476.41      3949634.23
AUS      1950-1954      5-9           2502300.03      2612559.40      5114859.43
AUS      1950-1954     10-14          2591768.28      2705987.83      5297756.11
AUS      1950-1954     15-19          2697814.19      2795970.85      5493785.04
AUS      1950-1954     20-24          2852921.78      2923175.60      5776097.38
AUS      1950-1954     25-29          2984104.00      3034566.62      6018670.62
