Deaths (period 5x5), 	Last modified: 27 Aug 2026; Methods Protocol: v6 (2017) 

PopName    Year          Age             Female            Male           Total
AUS      1930-1934      1-4              4284.61         5181.13         9465.74
AUS      1930-1934      5-9              1817.25         2481.93         4299.18
AUS      1930-1934     10-14             1323.21         1959.52         3282.73
AUS      1930-1934     15-19             2105.32         2794.21         4899.53
AUS      1930-1934     20-24             3091.49         3516.78         6608.27
AUS      1930-1934     25-29             3433.50         3568.81         7002.31
AUS      1930-1934     30-34             3618.53         3830.02         7448.55
AUS      1930-1934     35-39             4429.68         4619.65         9049.33
AUS      1930-1934     40-44             4903.72         6123.83        11027.55
AUS      1930-1934     45-49             5822.87         7787.12        13609.99
AUS      1930-1934     50-54             6577.01         9523.52        16100.53
AUS      1930-1934     55-59             7389.09        11478.04        18867.13
AUS      1930-1934     60-64             9807.46        14584.51        24391.97
AUS      1930-1934     65-69            12640.92        18120.26        30761.18
AUS      1930-1934     70-74            14288.18        19432.20        33720.38
AUS      1930-1934     75-79            13009.98        16033.50        29043.48
AUS      1930-1934     80-84             9334.41        10152.94        19487.35
AUS      1930-1934     85-89             5885.89         5152.04        11037.93
AUS      1930-1934     90-94             2231.30         1685.33         3916.63
AUS      1930-1934     95-99              617.12          384.34         1001.46
AUS      1930-1934    100-104              66.00           65.06          131.06
AUS      1930-1934    105-109               6.00           12.01           18.01
AUS      1930-1934    110+                  1.00            1.00            2.00
AUS      1935-1939        0              9881.42        13170.52        23051.94
AUS      1935-1939      1-4              3496.13         4064.68         7560.81
AUS      1935-1939      5-9              1630.06         2251.95         3882.01
AUS      1935-1939     10-14             1291.03         1958.82         3249.85
AUS      1935-1939     15-19             1938.05         2923.22         4861.27
AUS      1935-1939     20-24             2901.11         3700.54         6601.65
AUS      1935-1939     25-29             3457.12         3664.57         7121.69
AUS      1935-1939     30-34             3489.16         3668.51         7157.67
AUS      1935-1939     35-39             4194.17         4767.97         8962.14
AUS      1935-1939     40-44             4849.23         5971.49        10820.72
AUS      1935-1939     45-49             6320.27         8785.66        15105.93
AUS      1935-1939     50-54             7501.31        11386.81        18888.12
AUS      1935-1939     55-59             8618.38        13799.80        22418.18
AUS      1935-1939     60-64            10766.43        16218.78        26985.21
AUS      1935-1939     65-69            14442.58        19878.31        34320.89
AUS      1935-1939     70-74            17163.72        22490.44        39654.16
AUS      1935-1939     75-79            18206.77        21661.15        39867.92
AUS      1935-1939     80-84            13138.53        14250.03        27388.56
AUS      1935-1939     85-89             7340.31         6409.70        13750.01
AUS      1935-1939     90-94             2753.09         1918.81         4671.90
AUS      1935-1939     95-99              693.02          470.15         1163.17
AUS      1935-1939    100-104              77.00           50.02          127.02
AUS      1935-1939    105-109               5.00            8.00           13.00
AUS      1935-1939    110+                  0.00            1.00            1.00
AUS      1940-1944        0             11134.34        14686.67        25821.01
AUS      1940-1944      1-4              3294.08         4089.72         7383.80
AUS      1940-1944      5-9              1366.02         1893.31         3259.33
AUS      1940-1944     10-14             1075.07         1689.30         2764.37
AUS      1940-1944     15-19             1569.05         2450.47         4019.52
AUS      1940-1944     20-24             2371.06         2480.44         4851.50
AUS      1940-1944     25-29             2973.10         2577.44         5550.54
AUS      1940-1944     30-34             3177.10         3044.53         6221.63
AUS      1940-1944     35-39             3546.09         4040.71         7586.80
AUS      1940-1944     40-44             4396.14         5418.98         9815.12
AUS      1940-1944     45-49             6122.14         8153.52        14275.66
AUS      1940-1944     50-54             8356.26        12216.21        20572.47
AUS      1940-1944     55-59             9973.33        15822.83        25796.16
AUS      1940-1944     60-64            12541.37        19548.56        32089.93
AUS      1940-1944     65-69            15650.49        21622.89        37273.38
AUS      1940-1944     70-74            19679.60        24345.42        44025.02
AUS      1940-1944     75-79            21738.68        24279.44        46018.12
AUS      1940-1944     80-84            17809.53        18438.38        36247.91
AUS      1940-1944     85-89             9804.32         8573.54        18377.86
AUS      1940-1944     90-94             3218.07         2283.41         5501.48
AUS      1940-1944     95-99              753.03          467.16         1220.19
AUS      1940-1944    100-104              78.99           73.04          152.03
AUS      1940-1944    105-109               3.00            4.96            7.96
AUS      1940-1944    110+                  0.00            1.00            1.00
AUS      1945-1949        0             10501.06        14068.36        24569.42
AUS      1945-1949      1-4              2424.24         3103.98         5528.22
AUS      1945-1949      5-9               977.08         1444.44         2421.52
AUS      1945-1949     10-14              708.09         1097.35         1805.44
AUS      1945-1949     15-19             1029.08         2038.61         3067.69
AUS      1945-1949     20-24             1633.13         2496.81         4129.94
AUS      1945-1949     25-29             2175.19         2456.79         4631.98
AUS      1945-1949     30-34             2626.29         2873.90         5500.19
AUS      1945-1949     35-39             3258.31         3766.17         7024.48
AUS      1945-1949     40-44             3921.37         5270.64         9192.01
AUS      1945-1949     45-49             5648.57         7911.45        13560.02
AUS      1945-1949     50-54             8112.82        11595.61        19708.43
AUS      1945-1949     55-59            10490.07        17284.41        27774.48
AUS      1945-1949     60-64            13500.40        21707.83        35208.23
AUS      1945-1949     65-69            16677.75        24446.69        41124.44
AUS      1945-1949     70-74            20194.07        24495.68        44689.75
AUS      1945-1949     75-79            22807.37        24931.67        47739.04
AUS      1945-1949     80-84            20518.13        19595.11        40113.24
AUS      1945-1949     85-89            12934.40        10982.44        23916.84
AUS      1945-1949     90-94             4260.46         2995.96         7256.42
AUS      1945-1949     95-99              873.09          499.15         1372.24
AUS      1945-1949    100-104              74.72           50.05          124.77
AUS      1945-1949    105-109               0.29            0.00            0.29
AUS      1945-1949    110+                  0.00            0.00            0.00
AUS      1950-1954        0             10148.05        13458.01        23606.06
AUS      1950-1954      1-4              2615.51         3388.25         6003.76
AUS      1950-1954      5-9              1075.21         1564.58         2639.79
AUS      1950-1954     10-14              691.12         1116.42         1807.54
AUS      1950-1954     15-19              874.15         2201.83         3075.98
AUS      1950-1954     20-24             1181.27         3253.22         4434.49
AUS      1950-1954     25-29             1647.33         3126.13         4773.46
AUS      1950-1954     30-34             2076.42         3124.17         5200.59
AUS      1950-1954     35-39             2998.60         4117.53         7116.13
AUS      1950-1954     40-44             3970.79         5883.19         9853.98
AUS      1950-1954     45-49             5425.09         8475.15        13900.24
AUS      1950-1954     50-54             7697.57        12456.63        20154.20
AUS      1950-1954     55-59            10321.09        17393.47        27714.56
AUS      1950-1954     60-64            14622.96        24717.16        39340.12
AUS      1950-1954     65-69            18678.75        28482.54        47161.29
AUS      1950-1954     70-74            22618.62        29195.84        51814.46
AUS      1950-1954     75-79            24766.00        26392.83        51158.83
AUS      1950-1954     80-84            23156.71        20807.74        43964.45
AUS      1950-1954     85-89            15574.19        12387.65        27961.84
AUS      1950-1954     90-94             5994.22         3865.44         9859.66
AUS      1950-1954     95-99             1196.25          679.21         1875.46
AUS      1950-1954    100-104             101.07           46.03          147.10
AUS      1950-1954    105-109               0.91            0.00            0.91
AUS      1950-1954    110+                  0.00            0.00            0.00
AUS      1955-1959        0             10063.74        13289.18        23352.92
AUS      1955-1959      1-4              2322.42         3001.15         5323.57
AUS      1955-1959      5-9               955.14         1448.55         2403.69
AUS      1955-1959     10-14              720.12         1147.49         1867.61
AUS      1955-1959     15-19              830.16         2390.91         3221.07
AUS      1955-1959     20-24              921.15         2863.16         3784.31
AUS      1955-1959     25-29             1189.16         2845.13         4034.29
AUS      1955-1959     30-34             1862.35         3548.37         5410.72
AUS      1955-1959     35-39             2672.44         4131.59         6804.03
AUS      1955-1959     40-44             3906.71         5877.29         9784.00
AUS      1955-1959     45-49             5578.93         9201.59        14780.52
AUS      1955-1959     50-54             6908.17        13085.09        19993.26
AUS      1955-1959     55-59             9590.67        18244.12        27834.79
AUS      1955-1959     60-64            14042.42        23671.18        37713.60
AUS      1955-1959     65-69            20238.50        31774.34        52012.84
AUS      1955-1959     70-74            25344.36        33433.00        58777.36
AUS      1955-1959     75-79            27791.79        29676.46        57468.25
AUS      1955-1959     80-84            25246.32        21446.27        46692.59
AUS      1955-1959     85-89            17573.99        12849.97        30423.96
AUS      1955-1959     90-94             7090.23         4467.73        11557.96
AUS      1955-1959     95-99             1657.29          898.33         2555.62
AUS      1955-1959    100-104             122.70           89.78          212.48
AUS      1955-1959    105-109               1.33            1.26            2.59
AUS      1955-1959    110+                  0.00            0.00            0.00
AUS      1960-1964        0              9877.30        13227.65        23104.95
AUS      1960-1964      1-4              2131.29         2553.90         4685.19
AUS      1960-1964      5-9               984.16         1413.49         2397.65
AUS      1960-1964     10-14              724.09         1310.43         2034.52
AUS      1960-1964     15-19             1075.14         2696.94         3772.08
AUS      1960-1964     20-24             1063.13         3061.08         4124.21
AUS      1960-1964     25-29             1150.18         2513.88         3664.06
AUS      1960-1964     30-34             1665.21         3235.13         4900.34
AUS      1960-1964     35-39             2801.34         4544.60         7345.94
AUS      1960-1964     40-44             3983.49         6640.32        10623.81
AUS      1960-1964     45-49             5992.80        10156.56        16149.36
AUS      1960-1964     50-54             7889.05        15240.34        23129.39
AUS      1960-1964     55-59             9725.25        20584.21        30309.46
AUS      1960-1964     60-64            14339.89        26508.29        40848.18
AUS      1960-1964     65-69            20318.65        31672.15        51990.80
AUS      1960-1964     70-74            28269.76        37605.28        65875.04
AUS      1960-1964     75-79            31946.23        34411.03        66357.26
AUS      1960-1964     80-84            29653.95        24722.70        54376.65
AUS      1960-1964     85-89            19732.66        13706.82        33439.48
AUS      1960-1964     90-94             8701.11         4941.72        13642.83
AUS      1960-1964     95-99             2117.28         1007.38         3124.66
AUS      1960-1964    100-104             222.27           90.91          313.18
AUS      1960-1964    105-109               6.26            0.63            6.89
AUS      1960-1964    110+                  0.00            0.00            0.00
AUS      1965-1969        0              9007.97        12243.63        21251.60
AUS      1965-1969      1-4              1895.21         2386.51         4281.72
AUS      1965-1969      5-9              1009.10         1384.31         2393.41
AUS      1965-1969     10-14              710.06         1345.32         2055.38
AUS      1965-1969     15-19             1430.17         3691.77         5121.94
AUS      1965-1969     20-24             1349.17         4101.84         5451.01
AUS      1965-1969     25-29             1287.17         2954.63         4241.80
AUS      1965-1969     30-34             1595.14         3013.59         4608.73
AUS      1965-1969     35-39             2702.27         4694.03         7396.30
AUS      1965-1969     40-44             4357.44         7603.60        11961.04
AUS      1965-1969     45-49             6493.66        11079.37        17573.03
AUS      1965-1969     50-54             9289.96        16791.58        26081.54
AUS      1965-1969     55-59            11912.24        24143.08        36055.32
AUS      1965-1969     60-64            15308.64        30813.50        46122.14
AUS      1965-1969     65-69            21564.28        36307.68        57871.96
AUS      1965-1969     70-74            29971.17        38553.21        68524.38
AUS      1965-1969     75-79            37402.99        39893.45        77296.44
AUS      1965-1969     80-84            35568.78        29232.09        64800.87
AUS      1965-1969     85-89            24661.60        15941.35        40602.95
AUS      1965-1969     90-94            10603.09         5234.11        15837.20
AUS      1965-1969     95-99             2625.27         1129.20         3754.47
AUS      1965-1969    100-104             339.03          109.02          448.05
AUS      1965-1969    105-109              13.50            7.50           21.00
AUS      1965-1969    110+                  1.50            0.00            1.50
AUS      1970-1974        0              9158.76        12662.72        21821.48
AUS      1970-1974      1-4              1841.15         2509.56         4350.71
AUS      1970-1974      5-9               961.08         1395.31         2356.39
AUS      1970-1974     10-14              803.04         1304.30         2107.34
AUS      1970-1974     15-19             1634.12         4542.00         6176.12
AUS      1970-1974     20-24             1539.09         5104.05         6643.14
AUS      1970-1974     25-29             1518.14         3509.79         5027.93
AUS      1970-1974     30-34             1736.16         3209.72         4945.88
AUS      1970-1974     35-39             2510.22         4310.94         6821.16
AUS      1970-1974     40-44             4079.32         6955.48        11034.80
AUS      1970-1974     45-49             6917.60        12309.66        19227.26
AUS      1970-1974     50-54             9392.81        17295.84        26688.65
AUS      1970-1974     55-59            12876.05        24906.41        37782.46
AUS      1970-1974     60-64            17217.45        33757.44        50974.89
AUS      1970-1974     65-69            21909.84        39648.63        61558.47
AUS      1970-1974     70-74            30206.54        41586.17        71792.71
AUS      1970-1974     75-79            37987.14        38682.41        76669.55
AUS      1970-1974     80-84            40672.45        32011.00        72683.45
AUS      1970-1974     85-89            29481.51        18222.01        47703.52
AUS      1970-1974     90-94            13184.13         6146.37        19330.50
AUS      1970-1974     95-99             3411.31         1217.30         4628.61
AUS      1970-1974    100-104             428.06          100.53          528.59
AUS      1970-1974    105-109              16.00            4.50           20.50
AUS      1970-1974    110+                  0.00            0.00            0.00
AUS      1975-1979        0              6190.45         8323.75        14514.20
AUS      1975-1979      1-4              1362.11         1828.39         3190.50
AUS      1975-1979      5-9               802.04         1136.21         1938.25
AUS      1975-1979     10-14              675.06         1229.26         1904.32
AUS      1975-1979     15-19             1581.10         4685.97         6267.07
AUS      1975-1979     20-24             1593.10         5284.13         6877.23
AUS      1975-1979     25-29             1501.10         3994.84         5495.94
AUS      1975-1979     30-34             1806.06         3649.79         5455.85
AUS      1975-1979     35-39             2351.19         4234.87         6586.06
AUS      1975-1979     40-44             3404.26         6083.27         9487.53
AUS      1975-1979     45-49             5605.44        10777.29        16382.73
AUS      1975-1979     50-54             8900.61        17410.70        26311.31
AUS      1975-1979     55-59            11978.85        23669.00        35647.85
AUS      1975-1979     60-64            16974.22        32001.75        48975.97
AUS      1975-1979     65-69            22354.59        40395.55        62750.14
AUS      1975-1979     70-74            28064.03        42931.10        70995.13
AUS      1975-1979     75-79            35541.54        39401.32        74942.86
AUS      1975-1979     80-84            38705.80        28928.06        67633.86
AUS      1975-1979     85-89            32677.33        18807.99        51485.32
AUS      1975-1979     90-94            15493.08         6851.45        22344.53
AUS      1975-1979     95-99             4364.28         1394.33         5758.61
AUS      1975-1979    100-104             489.57          149.01          638.58
AUS      1975-1979    105-109              17.00            7.50           24.50
AUS      1975-1979    110+                  0.00            0.00            0.00
AUS      1980-1984        0              5076.42         6765.29        11841.71
AUS      1980-1984      1-4              1036.08         1461.47         2497.55
AUS      1980-1984      5-9               571.05          977.35         1548.40
AUS      1980-1984     10-14              629.07         1091.39         1720.46
AUS      1980-1984     15-19             1308.08         3858.34         5166.42
AUS      1980-1984     20-24             1591.12         5179.72         6770.84
AUS      1980-1984     25-29             1533.11         4207.39         5740.50
AUS      1980-1984     30-34             1748.13         3885.32         5633.45
AUS      1980-1984     35-39             2293.19         4176.39         6469.58
AUS      1980-1984     40-44             3057.23         5555.91         8613.14
AUS      1980-1984     45-49             4529.39         8357.89        12887.28
AUS      1980-1984     50-54             7404.59        14667.10        22071.69
AUS      1980-1984     55-59            11377.93        23461.97        34839.90
AUS      1980-1984     60-64            16158.34        30138.06        46296.40
AUS      1980-1984     65-69            22441.85        39789.45        62231.30
AUS      1980-1984     70-74            29949.48        46333.52        76283.00
AUS      1980-1984     75-79            35567.91        44142.73        79710.64
AUS      1980-1984     80-84            40380.32        33019.93        73400.25
AUS      1980-1984     85-89            34981.91        18702.23        53684.14
AUS      1980-1984     90-94            20202.65         8469.82        28672.47
AUS      1980-1984     95-99             6218.52         1951.64         8170.16
AUS      1980-1984    100-104             825.09          184.55         1009.64
AUS      1980-1984    105-109              62.00           12.00           74.00
AUS      1980-1984    110+                  3.00            0.00            3.00
AUS      1985-1989        0              4615.24         6258.27        10873.51
AUS      1985-1989      1-4               940.03         1254.26         2194.29
AUS      1985-1989      5-9               525.04          729.17         1254.21
AUS      1985-1989     10-14              469.03          944.21         1413.24
AUS      1985-1989     15-19             1361.08         3734.76         5095.84
AUS      1985-1989     20-24             1660.09         5080.99         6741.08
AUS      1985-1989     25-29             1653.07         4777.93         6431.00
AUS      1985-1989     30-34             1845.10         4360.83         6205.93
AUS      1985-1989     35-39             2482.11         4817.94         7300.05
AUS      1985-1989     40-44             3398.16         5997.13         9395.29
AUS      1985-1989     45-49             4570.25         7768.55        12338.80
AUS      1985-1989     50-54             6457.32        11838.34        18295.66
AUS      1985-1989     55-59            10267.54        20019.08        30286.62
AUS      1985-1989     60-64            16192.83        31201.24        47394.07
AUS      1985-1989     65-69            22588.16        39322.65        61910.81
AUS      1985-1989     70-74            32323.67        48073.54        80397.21
AUS      1985-1989     75-79            41289.07        50250.73        91539.80
AUS      1985-1989     80-84            45313.32        39806.67        85119.99
AUS      1985-1989     85-89            40303.07        23496.54        63799.61
AUS      1985-1989     90-94            24701.24         9167.81        33869.05
AUS      1985-1989     95-99             8568.46         2394.46        10962.92
AUS      1985-1989    100-104            1349.05          286.06         1635.11
AUS      1985-1989    105-109             110.00           19.00          129.00
AUS      1985-1989    110+                  0.00            1.50            1.50
AUS      1990-1994        0              3735.10         5002.54         8737.64
AUS      1990-1994      1-4               811.01         1096.49         1907.50
AUS      1990-1994      5-9               437.30          631.13         1068.43
AUS      1990-1994     10-14              469.62          675.19         1144.81
AUS      1990-1994     15-19             1101.41         2830.93         3932.34
AUS      1990-1994     20-24             1443.06         4345.48         5788.54
AUS      1990-1994     25-29             1501.04         4368.50         5869.54
AUS      1990-1994     30-34             1896.06         4834.49         6730.55
AUS      1990-1994     35-39             2580.05         5159.58         7739.63
AUS      1990-1994     40-44             3560.08         6445.70        10005.78
AUS      1990-1994     45-49             4831.15         8349.95        13181.10
AUS      1990-1994     50-54             6354.20        11122.21        17476.41
AUS      1990-1994     55-59             8844.24        16242.80        25087.04
AUS      1990-1994     60-64            14025.41        26904.95        40930.36
AUS      1990-1994     65-69            22377.64        39818.34        62195.98
AUS      1990-1994     70-74            31346.86        46910.06        78256.92
AUS      1990-1994     75-79            42444.21        52116.69        94560.90
AUS      1990-1994     80-84            49972.42        45964.94        95937.36
AUS      1990-1994     85-89            44653.25        28509.05        73162.30
AUS      1990-1994     90-94            27945.80        11442.20        39388.00
AUS      1990-1994     95-99            10211.26         2671.29        12882.55
AUS      1990-1994    100-104            1902.06          362.52         2264.58
AUS      1990-1994    105-109             143.00           29.50          172.50
AUS      1990-1994    110+                  4.50            0.00            4.50
AUS      1995-1999        0              3056.08         3967.54         7023.62
AUS      1995-1999      1-4               763.03          991.12         1754.15
AUS      1995-1999      5-9               403.00          527.05          930.05
AUS      1995-1999     10-14              473.02          639.03         1112.05
AUS      1995-1999     15-19             1068.03         2635.34         3703.37
AUS      1995-1999     20-24             1309.02         4323.61         5632.63
AUS      1995-1999     25-29             1520.02         4667.61         6187.63
AUS      1995-1999     30-34             1992.09         5045.64         7037.73
AUS      1995-1999     35-39             2706.09         5541.76         8247.85
AUS      1995-1999     40-44             3720.07         6515.90        10235.97
AUS      1995-1999     45-49             5315.20         8474.12        13789.32
AUS      1995-1999     50-54             7074.26        11615.57        18689.83
AUS      1995-1999     55-59             8798.30        15309.05        24107.35
AUS      1995-1999     60-64            12328.36        22357.95        34686.31
AUS      1995-1999     65-69            19282.57        34862.64        54145.21
AUS      1995-1999     70-74            30804.95        48842.54        79647.49
AUS      1995-1999     75-79            41986.23        52962.10        94948.33
AUS      1995-1999     80-84            54311.65        51226.82       105538.47
AUS      1995-1999     85-89            54362.58        36194.90        90557.48
AUS      1995-1999     90-94            35058.04        15480.10        50538.14
AUS      1995-1999     95-99            13049.33         3596.46        16645.79
AUS      1995-1999    100-104            2376.03          407.53         2783.56
AUS      1995-1999    105-109             200.50           23.01          223.51
AUS      1995-1999    110+                  1.50            0.00            1.50
AUS      2000-2004        0              2717.22         3510.84         6228.06
AUS      2000-2004      1-4               562.95          769.24         1332.19
AUS      2000-2004      5-9               323.30          476.86          800.16
AUS      2000-2004     10-14              360.03          531.79          891.82
AUS      2000-2004     15-19              931.18         2199.88         3131.06
AUS      2000-2004     20-24             1114.31         3196.58         4310.89
AUS      2000-2004     25-29             1329.35         3731.34         5060.69
AUS      2000-2004     30-34             1805.91         4308.43         6114.34
AUS      2000-2004     35-39             2571.68         4897.30         7468.98
AUS      2000-2004     40-44             3794.41         6507.61        10302.02
AUS      2000-2004     45-49             5355.61         8626.43        13982.04
AUS      2000-2004     50-54             7424.10        11796.72        19220.82
AUS      2000-2004     55-59             9735.02        16222.89        25957.91
AUS      2000-2004     60-64            12116.41        21124.72        33241.13
AUS      2000-2004     65-69            16835.42        28655.57        45490.99
AUS      2000-2004     70-74            26397.07        42921.26        69318.33
AUS      2000-2004     75-79            41596.30        55840.37        97436.67
AUS      2000-2004     80-84            55577.62        54602.66       110180.28
AUS      2000-2004     85-89            61296.84        42788.63       104085.47
AUS      2000-2004     90-94            44504.09        20836.37        65340.46
AUS      2000-2004     95-99            16469.50         5094.26        21563.76
AUS      2000-2004    100-104            3094.76          620.02         3714.78
AUS      2000-2004    105-109             230.75           30.14          260.89
AUS      2000-2004    110+                  4.90            0.00            4.90
AUS      2005-2009        0              2725.14         3552.88         6278.02
AUS      2005-2009      1-4               484.00          654.11         1138.11
AUS      2005-2009      5-9               294.30          380.00          674.30
AUS      2005-2009     10-14              299.00          426.00          725.00
AUS      2005-2009     15-19              825.00         1808.10         2633.10
AUS      2005-2009     20-24             1018.00         2869.44         3887.44
AUS      2005-2009     25-29             1209.00         3113.40         4322.40
AUS      2005-2009     30-34             1571.44         3758.20         5329.64
AUS      2005-2009     35-39             2445.69         4706.85         7152.54
AUS      2005-2009     40-44             3562.41         6256.64         9819.05
AUS      2005-2009     45-49             5625.19         8988.59        14613.78
AUS      2005-2009     50-54             7587.74        12160.60        19748.34
AUS      2005-2009     55-59            10208.58        16932.87        27141.45
AUS      2005-2009     60-64            13534.98        22571.07        36106.05
AUS      2005-2009     65-69            16638.59        28400.83        45039.42
AUS      2005-2009     70-74            23350.24        36481.27        59831.51
AUS      2005-2009     75-79            37402.46        52208.30        89610.76
AUS      2005-2009     80-84            58639.25        62342.03       120981.28
AUS      2005-2009     85-89            67742.06        50794.13       118536.19
AUS      2005-2009     90-94            54081.38        26719.47        80800.85
AUS      2005-2009     95-99            22358.00         7363.57        29721.57
AUS      2005-2009    100-104            4064.74          883.52         4948.26
AUS      2005-2009    105-109             294.33           46.87          341.20
AUS      2005-2009    110+                  6.13            0.00            6.13
AUS      2010-2014        0              2474.08         3057.18         5531.26
AUS      2010-2014      1-4               451.00          570.00         1021.00
AUS      2010-2014      5-9               298.00          380.00          678.00
AUS      2010-2014     10-14              276.00          381.00          657.00
AUS      2010-2014     15-19              789.00         1550.02         2339.02
AUS      2010-2014     20-24             1014.00         2509.39         3523.39
AUS      2010-2014     25-29             1198.00         2963.11         4161.11
AUS      2010-2014     30-34             1639.30         3439.18         5078.48
AUS      2010-2014     35-39             2381.30         4419.56         6800.86
AUS      2010-2014     40-44             3675.11         6148.36         9823.47
AUS      2010-2014     45-49             5403.23         8606.82        14010.05
AUS      2010-2014     50-54             7989.60        12633.03        20622.63
AUS      2010-2014     55-59            10644.99        17320.33        27965.32
AUS      2010-2014     60-64            14652.50        23972.07        38624.57
AUS      2010-2014     65-69            18866.51        31512.64        50379.15
AUS      2010-2014     70-74            24659.49        38089.34        62748.83
AUS      2010-2014     75-79            34644.74        48220.98        82865.72
AUS      2010-2014     80-84            55988.27        63142.39       119130.66
AUS      2010-2014     85-89            76907.04        62572.83       139479.87
AUS      2010-2014     90-94            64063.22        35721.25        99784.47
AUS      2010-2014     95-99            28133.99        10072.89        38206.88
AUS      2010-2014    100-104            5465.37         1207.49         6672.86
AUS      2010-2014    105-109             352.56           55.57          408.13
AUS      2010-2014    110+                  6.29            0.00            6.29
AUS      2015-2019        0              2142.03         2762.08         4904.11
AUS      2015-2019      1-4               401.00          521.00          922.00
AUS      2015-2019      5-9               237.00          327.00          564.00
AUS      2015-2019     10-14              276.00          399.00          675.00
AUS      2015-2019     15-19              728.00         1542.00         2270.00
AUS      2015-2019     20-24              943.00         2649.00         3592.00
AUS      2015-2019     25-29             1249.00         3084.00         4333.00
AUS      2015-2019     30-34             1740.00         3758.00         5498.00
AUS      2015-2019     35-39             2492.00         4678.00         7170.00
AUS      2015-2019     40-44             3694.00         6296.10         9990.10
AUS      2015-2019     45-49             5609.02         9207.40        14816.42
AUS      2015-2019     50-54             8036.18        12582.40        20618.58
AUS      2015-2019     55-59            11538.20        18561.45        30099.65
AUS      2015-2019     60-64            15303.20        25058.80        40362.00
AUS      2015-2019     65-69            21101.33        33845.97        54947.30
AUS      2015-2019     70-74            28517.40        43725.23        72242.63
AUS      2015-2019     75-79            37775.57        51972.53        89748.10
AUS      2015-2019     80-84            53530.83        62623.83       116154.66
AUS      2015-2019     85-89            75484.16        68935.00       144419.16
AUS      2015-2019     90-94            75516.18        47018.34       122534.52
AUS      2015-2019     95-99            34831.52        14543.42        49374.94
AUS      2015-2019    100-104            6898.57         1758.17         8656.74
AUS      2015-2019    105-109             458.55           78.86          537.41
AUS      2015-2019    110+                  8.98            0.00            8.98
AUS      2020-2021        0               856.01         1059.02         1915.03
AUS      2020-2021      1-4               141.00          166.00          307.00
AUS      2020-2021      5-9                88.00          111.00          199.00
AUS      2020-2021     10-14              124.00          169.00          293.00
AUS      2020-2021     15-19              286.00          640.00          926.00
AUS      2020-2021     20-24              377.00         1017.00         1394.00
AUS      2020-2021     25-29              480.00         1283.00         1763.00
AUS      2020-2021     30-34              689.00         1518.00         2207.00
AUS      2020-2021     35-39             1019.00         1809.00         2828.00
