Deaths (period 5x10), 	Last modified: 27 Aug 2026; Methods Protocol: v6 (2017) 

PopName    Year          Age             Female            Male           Total
AUS      1940-1949     95-99             1626.12          966.31         2592.43
AUS      1940-1949    100-104             153.71          123.09          276.80
AUS      1940-1949    105-109               3.29            4.96            8.25
AUS      1940-1949    110+                  0.00            1.00            1.00
AUS      1950-1959        0             20211.79        26747.19        46958.98
AUS      1950-1959      1-4              4937.93         6389.40        11327.33
AUS      1950-1959      5-9              2030.35         3013.13         5043.48
AUS      1950-1959     10-14             1411.24         2263.91         3675.15
AUS      1950-1959     15-19             1704.31         4592.74         6297.05
AUS      1950-1959     20-24             2102.42         6116.38         8218.80
AUS      1950-1959     25-29             2836.49         5971.26         8807.75
AUS      1950-1959     30-34             3938.77         6672.54        10611.31
AUS      1950-1959     35-39             5671.04         8249.12        13920.16
AUS      1950-1959     40-44             7877.50        11760.48        19637.98
AUS      1950-1959     45-49            11004.02        17676.74        28680.76
AUS      1950-1959     50-54            14605.74        25541.72        40147.46
AUS      1950-1959     55-59            19911.76        35637.59        55549.35
AUS      1950-1959     60-64            28665.38        48388.34        77053.72
AUS      1950-1959     65-69            38917.25        60256.88        99174.13
AUS      1950-1959     70-74            47962.98        62628.84       110591.82
AUS      1950-1959     75-79            52557.79        56069.29       108627.08
AUS      1950-1959     80-84            48403.03        42254.01        90657.04
AUS      1950-1959     85-89            33148.18        25237.62        58385.80
AUS      1950-1959     90-94            13084.45         8333.17        21417.62
AUS      1950-1959     95-99             2853.54         1577.54         4431.08
AUS      1950-1959    100-104             223.77          135.81          359.58
AUS      1950-1959    105-109               2.24            1.26            3.50
AUS      1950-1959    110+                  0.00            0.00            0.00
AUS      1960-1969        0             18885.27        25471.28        44356.55
AUS      1960-1969      1-4              4026.50         4940.41         8966.91
AUS      1960-1969      5-9              1993.26         2797.80         4791.06
AUS      1960-1969     10-14             1434.15         2655.75         4089.90
AUS      1960-1969     15-19             2505.31         6388.71         8894.02
AUS      1960-1969     20-24             2412.30         7162.92         9575.22
AUS      1960-1969     25-29             2437.35         5468.51         7905.86
AUS      1960-1969     30-34             3260.35         6248.72         9509.07
AUS      1960-1969     35-39             5503.61         9238.63        14742.24
AUS      1960-1969     40-44             8340.93        14243.92        22584.85
AUS      1960-1969     45-49            12486.46        21235.93        33722.39
AUS      1960-1969     50-54            17179.01        32031.92        49210.93
AUS      1960-1969     55-59            21637.49        44727.29        66364.78
AUS      1960-1969     60-64            29648.53        57321.79        86970.32
AUS      1960-1969     65-69            41882.93        67979.83       109862.76
AUS      1960-1969     70-74            58240.93        76158.49       134399.42
AUS      1960-1969     75-79            69349.22        74304.48       143653.70
AUS      1960-1969     80-84            65222.73        53954.79       119177.52
AUS      1960-1969     85-89            44394.26        29648.17        74042.43
AUS      1960-1969     90-94            19304.20        10175.83        29480.03
AUS      1960-1969     95-99             4742.55         2136.58         6879.13
AUS      1960-1969    100-104             561.30          199.93          761.23
AUS      1960-1969    105-109              19.76            8.13           27.89
AUS      1960-1969    110+                  1.50            0.00            1.50
AUS      1970-1979        0             15349.21        20986.47        36335.68
AUS      1970-1979      1-4              3203.26         4337.95         7541.21
AUS      1970-1979      5-9              1763.12         2531.52         4294.64
AUS      1970-1979     10-14             1478.10         2533.56         4011.66
AUS      1970-1979     15-19             3215.22         9227.97        12443.19
AUS      1970-1979     20-24             3132.19        10388.18        13520.37
AUS      1970-1979     25-29             3019.24         7504.63        10523.87
AUS      1970-1979     30-34             3542.22         6859.51        10401.73
AUS      1970-1979     35-39             4861.41         8545.81        13407.22
AUS      1970-1979     40-44             7483.58        13038.75        20522.33
AUS      1970-1979     45-49            12523.04        23086.95        35609.99
AUS      1970-1979     50-54            18293.42        34706.54        52999.96
AUS      1970-1979     55-59            24854.90        48575.41        73430.31
AUS      1970-1979     60-64            34191.67        65759.19        99950.86
AUS      1970-1979     65-69            44264.43        80044.18       124308.61
AUS      1970-1979     70-74            58270.57        84517.27       142787.84
AUS      1970-1979     75-79            73528.68        78083.73       151612.41
AUS      1970-1979     80-84            79378.25        60939.06       140317.31
AUS      1970-1979     85-89            62158.84        37030.00        99188.84
AUS      1970-1979     90-94            28677.21        12997.82        41675.03
AUS      1970-1979     95-99             7775.59         2611.63        10387.22
AUS      1970-1979    100-104             917.63          249.54         1167.17
AUS      1970-1979    105-109              33.00           12.00           45.00
AUS      1970-1979    110+                  0.00            0.00            0.00
AUS      1980-1989        0              9691.66        13023.56        22715.22
AUS      1980-1989      1-4              1976.11         2715.73         4691.84
AUS      1980-1989      5-9              1096.09         1706.52         2802.61
AUS      1980-1989     10-14             1098.10         2035.60         3133.70
AUS      1980-1989     15-19             2669.16         7593.10        10262.26
AUS      1980-1989     20-24             3251.21        10260.71        13511.92
AUS      1980-1989     25-29             3186.18         8985.32        12171.50
AUS      1980-1989     30-34             3593.23         8246.15        11839.38
AUS      1980-1989     35-39             4775.30         8994.33        13769.63
AUS      1980-1989     40-44             6455.39        11553.04        18008.43
AUS      1980-1989     45-49             9099.64        16126.44        25226.08
AUS      1980-1989     50-54            13861.91        26505.44        40367.35
AUS      1980-1989     55-59            21645.47        43481.05        65126.52
AUS      1980-1989     60-64            32351.17        61339.30        93690.47
AUS      1980-1989     65-69            45030.01        79112.10       124142.11
AUS      1980-1989     70-74            62273.15        94407.06       156680.21
AUS      1980-1989     75-79            76856.98        94393.46       171250.44
AUS      1980-1989     80-84            85693.64        72826.60       158520.24
AUS      1980-1989     85-89            75284.98        42198.77       117483.75
AUS      1980-1989     90-94            44903.89        17637.63        62541.52
AUS      1980-1989     95-99            14786.98         4346.10        19133.08
AUS      1980-1989    100-104            2174.14          470.61         2644.75
AUS      1980-1989    105-109             172.00           31.00          203.00
AUS      1980-1989    110+                  3.00            1.50            4.50
AUS      1990-1999        0              6791.18         8970.08        15761.26
AUS      1990-1999      1-4              1574.04         2087.61         3661.65
AUS      1990-1999      5-9               840.30         1158.18         1998.48
AUS      1990-1999     10-14              942.64         1314.22         2256.86
AUS      1990-1999     15-19             2169.44         5466.27         7635.71
AUS      1990-1999     20-24             2752.08         8669.09        11421.17
AUS      1990-1999     25-29             3021.06         9036.11        12057.17
AUS      1990-1999     30-34             3888.15         9880.13        13768.28
AUS      1990-1999     35-39             5286.14        10701.34        15987.48
AUS      1990-1999     40-44             7280.15        12961.60        20241.75
AUS      1990-1999     45-49            10146.35        16824.07        26970.42
AUS      1990-1999     50-54            13428.46        22737.78        36166.24
AUS      1990-1999     55-59            17642.54        31551.85        49194.39
AUS      1990-1999     60-64            26353.77        49262.90        75616.67
AUS      1990-1999     65-69            41660.21        74680.98       116341.19
AUS      1990-1999     70-74            62151.81        95752.60       157904.41
AUS      1990-1999     75-79            84430.44       105078.79       189509.23
AUS      1990-1999     80-84           104284.07        97191.76       201475.83
AUS      1990-1999     85-89            99015.83        64703.95       163719.78
AUS      1990-1999     90-94            63003.84        26922.30        89926.14
AUS      1990-1999     95-99            23260.59         6267.75        29528.34
AUS      1990-1999    100-104            4278.09          770.05         5048.14
AUS      1990-1999    105-109             343.50           52.51          396.01
AUS      1990-1999    110+                  6.00            0.00            6.00
AUS      2000-2009        0              5442.36         7063.72        12506.08
AUS      2000-2009      1-4              1046.95         1423.35         2470.30
AUS      2000-2009      5-9               617.60          856.86         1474.46
AUS      2000-2009     10-14              659.03          957.79         1616.82
AUS      2000-2009     15-19             1756.18         4007.98         5764.16
AUS      2000-2009     20-24             2132.31         6066.02         8198.33
AUS      2000-2009     25-29             2538.35         6844.74         9383.09
AUS      2000-2009     30-34             3377.35         8066.63        11443.98
AUS      2000-2009     35-39             5017.37         9604.15        14621.52
AUS      2000-2009     40-44             7356.82        12764.25        20121.07
AUS      2000-2009     45-49            10980.80        17615.02        28595.82
AUS      2000-2009     50-54            15011.84        23957.32        38969.16
AUS      2000-2009     55-59            19943.60        33155.76        53099.36
AUS      2000-2009     60-64            25651.39        43695.79        69347.18
AUS      2000-2009     65-69            33474.01        57056.40        90530.41
AUS      2000-2009     70-74            49747.31        79402.53       129149.84
AUS      2000-2009     75-79            78998.76       108048.67       187047.43
AUS      2000-2009     80-84           114216.87       116944.69       231161.56
AUS      2000-2009     85-89           129038.90        93582.76       222621.66
AUS      2000-2009     90-94            98585.47        47555.84       146141.31
AUS      2000-2009     95-99            38827.50        12457.83        51285.33
AUS      2000-2009    100-104            7159.50         1503.54         8663.04
AUS      2000-2009    105-109             525.08           77.01          602.09
AUS      2000-2009    110+                 11.03            0.00           11.03
AUS      2010-2019        0              4616.11         5819.26        10435.37
AUS      2010-2019      1-4               852.00         1091.00         1943.00
AUS      2010-2019      5-9               535.00          707.00         1242.00
AUS      2010-2019     10-14              552.00          780.00         1332.00
AUS      2010-2019     15-19             1517.00         3092.02         4609.02
AUS      2010-2019     20-24             1957.00         5158.39         7115.39
AUS      2010-2019     25-29             2447.00         6047.11         8494.11
AUS      2010-2019     30-34             3379.30         7197.18        10576.48
AUS      2010-2019     35-39             4873.30         9097.56        13970.86
AUS      2010-2019     40-44             7369.11        12444.46        19813.57
AUS      2010-2019     45-49            11012.25        17814.22        28826.47
AUS      2010-2019     50-54            16025.78        25215.43        41241.21
AUS      2010-2019     55-59            22183.19        35881.78        58064.97
AUS      2010-2019     60-64            29955.70        49030.87        78986.57
AUS      2010-2019     65-69            39967.84        65358.61       105326.45
AUS      2010-2019     70-74            53176.89        81814.57       134991.46
AUS      2010-2019     75-79            72420.31       100193.51       172613.82
AUS      2010-2019     80-84           109519.10       125766.22       235285.32
AUS      2010-2019     85-89           152391.20       131507.83       283899.03
AUS      2010-2019     90-94           139579.40        82739.59       222318.99
AUS      2010-2019     95-99            62965.51        24616.31        87581.82
AUS      2010-2019    100-104           12363.94         2965.66        15329.60
AUS      2010-2019    105-109             811.11          134.43          945.54
AUS      2010-2019    110+                 15.27            0.00           15.27
AUS      2020-2021        0               856.01         1059.02         1915.03
AUS      2020-2021      1-4               141.00          166.00          307.00
AUS      2020-2021      5-9                88.00          111.00          199.00
AUS      2020-2021     10-14              124.00          169.00          293.00
AUS      2020-2021     15-19              286.00          640.00          926.00
AUS      2020-2021     20-24              377.00         1017.00         1394.00
AUS      2020-2021     25-29              480.00         1283.00         1763.00
AUS      2020-2021     30-34              689.00         1518.00         2207.00
AUS      2020-2021     35-39             1019.00         1809.00         2828.00
AUS      2020-2021     40-44             1375.00         2286.00         3661.00
AUS      2020-2021     45-49             2176.02         3543.09         5719.11
AUS      2020-2021     50-54             3097.10         5034.10         8131.20
AUS      2020-2021     55-59             4541.10         7421.12        11962.22
AUS      2020-2021     60-64             6424.10        10183.20        16607.30
AUS      2020-2021     65-69             8530.17        13382.22        21912.39
AUS      2020-2021     70-74            12779.24        19287.33        32066.57
AUS      2020-2021     75-79            15993.30        22548.40        38541.70
AUS      2020-2021     80-84            22322.43        26709.47        49031.90
AUS      2020-2021     85-89            28435.54        27181.48        55617.02
AUS      2020-2021     90-94            30241.55        21228.35        51469.90
AUS      2020-2021     95-99            16239.31         7420.13        23659.44
AUS      2020-2021    100-104            3178.74          914.30         4093.04
AUS      2020-2021    105-109             233.10           41.71          274.81
AUS      2020-2021    110+                  5.20            0.00            5.20
AUT      1947-1949        0             11981.00        16040.00        28021.00
AUT      1947-1949      1-4              2126.00         2516.00         4642.00
AUT      1947-1949      5-9               962.00         1229.00         2191.00
AUT      1947-1949     10-14              554.00          755.00         1309.00
AUT      1947-1949     15-19             1027.00         1518.00         2545.00
AUT      1947-1949     20-24             1689.00         2167.00         3856.00
AUT      1947-1949     25-29             1791.00         1882.00         3673.00
AUT      1947-1949     30-34             1656.00         1772.00         3428.00
AUT      1947-1949     35-39             2688.00         2936.00         5624.00
AUT      1947-1949     40-44             3354.00         4070.00         7424.00
AUT      1947-1949     45-49             4539.00         6157.00        10696.00
AUT      1947-1949     50-54             5616.00         7457.00        13073.00
AUT      1947-1949     55-59             7226.00         9258.00        16484.00
AUT      1947-1949     60-64            10316.00        12301.00        22617.00
AUT      1947-1949     65-69            14131.00        15052.00        29183.00
AUT      1947-1949     70-74            18363.00        17023.00        35386.00
AUT      1947-1949     75-79            17890.00        15677.00        33567.00
AUT      1947-1949     80-84            14206.00        10774.00        24980.00
AUT      1947-1949     85-89             6710.00         4821.00        11531.00
AUT      1947-1949     90-94             1830.00         1045.00         2875.00
AUT      1947-1949     95-99              263.00          110.00          373.00
AUT      1947-1949    100-104               6.00            3.00            9.00
AUT      1947-1949    105-109               0.00            0.00            0.00
AUT      1947-1949    110+                  0.00            0.00            0.00
AUT      1950-1959        0             22846.00        31116.00        53962.00
AUT      1950-1959      1-4              3624.00         4430.00         8054.00
AUT      1950-1959      5-9              1426.00         2065.00         3491.00
AUT      1950-1959     10-14             1181.00         1770.00         2951.00
AUT      1950-1959     15-19             1712.00         3739.00         5451.00
AUT      1950-1959     20-24             2204.00         5167.00         7371.00
AUT      1950-1959     25-29             2991.00         4961.00         7952.00
AUT      1950-1959     30-34             3788.00         4476.00         8264.00
AUT      1950-1959     35-39             4683.00         5004.00         9687.00
AUT      1950-1959     40-44             7480.00         8213.00        15693.00
AUT      1950-1959     45-49            12108.00        15651.00        27759.00
AUT      1950-1959     50-54            17290.00        26197.00        43487.00
AUT      1950-1959     55-59            23268.00        35794.00        59062.00
AUT      1950-1959     60-64            32655.00        43253.00        75908.00
AUT      1950-1959     65-69            46672.00        53041.00        99713.00
AUT      1950-1959     70-74            63852.00        61101.00       124953.00
AUT      1950-1959     75-79            72857.00        60805.00       133662.00
AUT      1950-1959     80-84            59091.00        45095.00       104186.00
AUT      1950-1959     85-89            30969.00        21170.00        52139.00
AUT      1950-1959     90-94             9155.00         5417.00        14572.00
AUT      1950-1959     95-99             1367.00          620.00         1987.00
AUT      1950-1959    100-104              83.00           42.00          125.00
AUT      1950-1959    105-109               2.00            2.00            4.00
AUT      1950-1959    110+                  0.00            0.00            0.00
AUT      1960-1969        0             16291.00        22199.00        38490.00
AUT      1960-1969      1-4              2593.00         3314.00         5907.00
AUT      1960-1969      5-9              1087.00         1724.00         2811.00
AUT      1960-1969     10-14              783.00         1243.00         2026.00
AUT      1960-1969     15-19             1236.00         3491.00         4727.00
AUT      1960-1969     20-24             1492.00         4802.00         6294.00
AUT      1960-1969     25-29             1622.00         4293.00         5915.00
AUT      1960-1969     30-34             2180.00         4620.00         6800.00
AUT      1960-1969     35-39             3768.00         6124.00         9892.00
AUT      1960-1969     40-44             5568.00         7348.00        12916.00
AUT      1960-1969     45-49             7958.00         9983.00        17941.00
AUT      1960-1969     50-54            13279.00        18582.00        31861.00
AUT      1960-1969     55-59            21827.00        35411.00        57238.00
AUT      1960-1969     60-64            33399.00        54934.00        88333.00
AUT      1960-1969     65-69            49175.00        66101.00       115276.00
AUT      1960-1969     70-74            68119.00        67352.00       135471.00
AUT      1960-1969     75-79            81839.00        64681.00       146520.00
AUT      1960-1969     80-84            78162.00        52118.00       130280.00
AUT      1960-1969     85-89            47637.00        27845.00        75482.00
AUT      1960-1969     90-94            16221.00         8308.00        24529.00
AUT      1960-1969     95-99             2581.00         1112.00         3693.00
AUT      1960-1969    100-104             203.00           59.00          262.00
AUT      1960-1969    105-109               4.00            2.00            6.00
AUT      1960-1969    110+                  0.00            0.00            0.00
AUT      1970-1979        0              8569.00        11920.00        20489.00
AUT      1970-1979      1-4              1453.00         1977.00         3430.00
AUT      1970-1979      5-9               884.00         1476.00         2360.00
AUT      1970-1979     10-14              781.00         1383.00         2164.00
AUT      1970-1979     15-19             1558.00         4773.00         6331.00
AUT      1970-1979     20-24             1399.00         5103.00         6502.00
AUT      1970-1979     25-29             1510.00         4327.00         5837.00
AUT      1970-1979     30-34             2167.00         5081.00         7248.00
AUT      1970-1979     35-39             2865.00         6335.00         9200.00
AUT      1970-1979     40-44             4197.00         9109.00        13306.00
AUT      1970-1979     45-49             7719.00        13676.00        21395.00
AUT      1970-1979     50-54            11570.00        17420.00        28990.00
AUT      1970-1979     55-59            15757.00        23178.00        38935.00
AUT      1970-1979     60-64            27319.00        40102.00        67421.00
AUT      1970-1979     65-69            47559.00        66040.00       113599.00
AUT      1970-1979     70-74            72174.00        81412.00       153586.00
AUT      1970-1979     75-79            93213.00        74865.00       168078.00
AUT      1970-1979     80-84            93039.00        53399.00       146438.00
AUT      1970-1979     85-89            62450.00        29481.00        91931.00
AUT      1970-1979     90-94            24467.00        10281.00        34748.00
AUT      1970-1979     95-99             4610.00         1665.00         6275.00
AUT      1970-1979    100-104             370.00          124.00          494.00
AUT      1970-1979    105-109              18.00            5.00           23.00
AUT      1970-1979    110+                  0.00            0.00            0.00
AUT      1980-1989        0              4166.00         5802.00         9968.00
AUT      1980-1989      1-4               755.00         1023.00         1778.00
AUT      1980-1989      5-9               441.00          668.00         1109.00
AUT      1980-1989     10-14              467.00          774.00         1241.00
AUT      1980-1989     15-19             1282.00         4113.00         5395.00
AUT      1980-1989     20-24             1397.00         5171.00         6568.00
AUT      1980-1989     25-29             1353.00         4198.00         5551.00
AUT      1980-1989     30-34             1777.00         4265.00         6042.00
AUT      1980-1989     35-39             2811.00         5698.00         8509.00
AUT      1980-1989     40-44             4291.00         9049.00        13340.00
AUT      1980-1989     45-49             5876.00        12398.00        18274.00
AUT      1980-1989     50-54             8187.00        18070.00        26257.00
AUT      1980-1989     55-59            14172.00        26819.00        40991.00
AUT      1980-1989     60-64            21832.00        32411.00        54243.00
AUT      1980-1989     65-69            30954.00        39407.00        70361.00
AUT      1980-1989     70-74            55287.00        59825.00       115112.00
AUT      1980-1989     75-79            89742.00        75761.00       165503.00
AUT      1980-1989     80-84           104545.00        64046.00       168591.00
AUT      1980-1989     85-89            79385.00        33849.00       113234.00
AUT      1980-1989     90-94            33290.00        10948.00        44238.00
AUT      1980-1989     95-99             7019.00         1992.00         9011.00
AUT      1980-1989    100-104             683.00          176.00          859.00
AUT      1980-1989    105-109              24.00            8.00           32.00
AUT      1980-1989    110+                  0.00            0.00            0.00
AUT      1990-1999        0              2383.00         3019.00         5402.00
AUT      1990-1999      1-4               531.00          696.00         1227.00
AUT      1990-1999      5-9               304.00          396.00          700.00
AUT      1990-1999     10-14              292.00          453.00          745.00
AUT      1990-1999     15-19              758.00         2335.00         3093.00
AUT      1990-1999     20-24              969.00         3658.00         4627.00
AUT      1990-1999     25-29             1205.00         3710.00         4915.00
AUT      1990-1999     30-34             1740.00         4240.00         5980.00
AUT      1990-1999     35-39             2396.00         5295.00         7691.00
AUT      1990-1999     40-44             3615.00         7390.00        11005.00
AUT      1990-1999     45-49             5624.00        11131.00        16755.00
AUT      1990-1999     50-54             8235.00        16760.00        24995.00
AUT      1990-1999     55-59            10631.00        22093.00        32724.00
AUT      1990-1999     60-64            14972.00        30789.00        45761.00
AUT      1990-1999     65-69            27275.00        43097.00        70372.00
AUT      1990-1999     70-74            42771.00        47371.00        90142.00
AUT      1990-1999     75-79            60034.00        50886.00       110920.00
AUT      1990-1999     80-84            90658.00        56756.00       147414.00
AUT      1990-1999     85-89            95639.00        44388.00       140027.00
AUT      1990-1999     90-94            50989.00        17278.00        68267.00
AUT      1990-1999     95-99            13021.00         3173.00        16194.00
AUT      1990-1999    100-104            1381.00          269.00         1650.00
AUT      1990-1999    105-109              60.00            8.00           68.00
AUT      1990-1999    110+                  1.00            0.00            1.00
AUT      2000-2009        0              1376.00         1845.00         3221.00
AUT      2000-2009      1-4               305.00          371.00          676.00
AUT      2000-2009      5-9               188.00          262.00          450.00
AUT      2000-2009     10-14              253.00          319.00          572.00
AUT      2000-2009     15-19              686.00         1763.00         2449.00
AUT      2000-2009     20-24              716.00         2349.00         3065.00
AUT      2000-2009     25-29              749.00         2179.00         2928.00
AUT      2000-2009     30-34             1130.00         2634.00         3764.00
AUT      2000-2009     35-39             1959.00         4181.00         6140.00
AUT      2000-2009     40-44             3321.00         6451.00         9772.00
AUT      2000-2009     45-49             4941.00         9606.00        14547.00
AUT      2000-2009     50-54             7193.00        14122.00        21315.00
AUT      2000-2009     55-59            10176.00        20261.00        30437.00
AUT      2000-2009     60-64            14442.00        28235.00        42677.00
AUT      2000-2009     65-69            19305.00        35009.00        54314.00
AUT      2000-2009     70-74            28689.00        43330.00        72019.00
AUT      2000-2009     75-79            54026.00        55702.00       109728.00
AUT      2000-2009     80-84            81180.00        54308.00       135488.00
AUT      2000-2009     85-89            85499.00        39936.00       125435.00
AUT      2000-2009     90-94            62529.00        22147.00        84676.00
AUT      2000-2009     95-99            22633.00         5898.00        28531.00
AUT      2000-2009    100-104            2838.00          518.00         3356.00
AUT      2000-2009    105-109             166.00           21.00          187.00
AUT      2000-2009    110+                  4.00            1.00            5.00
AUT      2010-2019        0              1136.00         1463.00         2599.00
AUT      2010-2019      1-4               213.00          310.00          523.00
AUT      2010-2019      5-9               153.00          171.00          324.00
AUT      2010-2019     10-14              176.00          231.00          407.00
AUT      2010-2019     15-19              397.00         1005.00         1402.00
AUT      2010-2019     20-24              526.00         1658.00         2184.00
AUT      2010-2019     25-29              711.00         1744.00         2455.00
AUT      2010-2019     30-34              928.00         2010.00         2938.00
AUT      2010-2019     35-39             1368.00         2647.00         4015.00
AUT      2010-2019     40-44             2477.00         4363.00         6840.00
AUT      2010-2019     45-49             4578.00         8337.00        12915.00
AUT      2010-2019     50-54             7278.00        13618.00        20896.00
AUT      2010-2019     55-59            10231.00        19505.00        29736.00
AUT      2010-2019     60-64            14515.00        26699.00        41214.00
AUT      2010-2019     65-69            20618.00        35717.00        56335.00
AUT      2010-2019     70-74            30242.00        47016.00        77258.00
AUT      2010-2019     75-79            42119.00        55163.00        97282.00
AUT      2010-2019     80-84            64794.00        61809.00       126603.00
AUT      2010-2019     85-89            98914.00        60838.00       159752.00
AUT      2010-2019     90-94            83309.00        32979.00       116288.00
AUT      2010-2019     95-99            29152.00         8186.00        37338.00
AUT      2010-2019    100-104            4649.00          945.00         5594.00
AUT      2010-2019    105-109             302.00           55.00          357.00
AUT      2010-2019    110+                  7.00            0.00            7.00
AUT      2020-2023        0               422.00          497.00          919.00
AUT      2020-2023      1-4                71.00          106.00          177.00
AUT      2020-2023      5-9                58.00           61.00          119.00
AUT      2020-2023     10-14               59.00           96.00          155.00
AUT      2020-2023     15-19              187.00          367.00          554.00
AUT      2020-2023     20-24              192.00          552.00          744.00
AUT      2020-2023     25-29              261.00          636.00          897.00
AUT      2020-2023     30-34              390.00          881.00         1271.00
AUT      2020-2023     35-39              598.00         1186.00         1784.00
AUT      2020-2023     40-44              816.00         1648.00         2464.00
AUT      2020-2023     45-49             1419.00         2521.00         3940.00
AUT      2020-2023     50-54             2596.00         4843.00         7439.00
AUT      2020-2023     55-59             4240.00         8451.00        12691.00
AUT      2020-2023     60-64             6553.00        12435.00        18988.00
AUT      2020-2023     65-69             8754.00        15212.00        23966.00
AUT      2020-2023     70-74            13136.00        20340.00        33476.00
AUT      2020-2023     75-79            19645.00        25750.00        45395.00
AUT      2020-2023     80-84            31351.00        33788.00        65139.00
AUT      2020-2023     85-89            35921.00        27687.00        63608.00
AUT      2020-2023     90-94            36576.00        19638.00        56214.00
AUT      2020-2023     95-99            17602.00         5696.00        23298.00
AUT      2020-2023    100-104            2728.00          544.00         3272.00
AUT      2020-2023    105-109             123.00           14.00          137.00
AUT      2020-2023    110+                  5.00            0.00            5.00
BEL      1841-1849        0             78269.00        98509.00       176778.00
BEL      1841-1849      1-4             74318.00        73154.00       147472.00
BEL      1841-1849      5-9             24658.00        21382.00        46040.00
BEL      1841-1849     10-14            15933.99        11058.94        26992.93
BEL      1841-1849     15-19            17613.95        13230.98        30844.93
BEL      1841-1849     20-24            17270.97        19467.02        36737.99
BEL      1841-1849     25-29            15800.98        14677.05        30478.03
BEL      1841-1849     30-34            16063.03        13334.97        29398.00
