Deaths (period 1x10), 	Last modified: 27 Aug 2026; Methods Protocol: v6 (2017) 

PopName    Year          Age             Female            Male           Total
AUS      1921-1929        0             29037.92        38552.05        67589.97
AUS      1921-1929        1              5404.47         6566.11        11970.58
AUS      1921-1929        2              2286.62         2719.74         5006.36
AUS      1921-1929        3              1589.42         1903.59         3493.01
AUS      1921-1929        4              1198.33         1438.94         2637.27
AUS      1921-1929        5               960.21         1178.75         2138.96
AUS      1921-1929        6               901.64         1068.98         1970.62
AUS      1921-1929        7               801.25          959.86         1761.11
AUS      1921-1929        8               637.01          887.44         1524.45
AUS      1921-1929        9               597.97          741.48         1339.45
AUS      1921-1929       10               550.17          759.87         1310.04
AUS      1921-1929       11               563.12          725.01         1288.13
AUS      1921-1929       12               539.91          711.35         1251.26
AUS      1921-1929       13               565.52          758.97         1324.49
AUS      1921-1929       14               642.01          852.89         1494.90
AUS      1921-1929       15               638.19          894.14         1532.33
AUS      1921-1929       16               698.19         1023.32         1721.51
AUS      1921-1929       17               763.22         1084.46         1847.68
AUS      1921-1929       18               902.25         1090.45         1992.70
AUS      1921-1929       19              1047.28         1272.62         2319.90
AUS      1921-1929       20              1076.29         1203.53         2279.82
AUS      1921-1929       21              1143.28         1313.73         2457.01
AUS      1921-1929       22              1185.33         1316.78         2502.11
AUS      1921-1929       23              1291.35         1312.73         2604.08
AUS      1921-1929       24              1352.37         1382.81         2735.18
AUS      1921-1929       25              1366.37         1339.75         2706.12
AUS      1921-1929       26              1397.39         1401.89         2799.28
AUS      1921-1929       27              1403.39         1348.83         2752.22
AUS      1921-1929       28              1509.41         1493.06         3002.47
AUS      1921-1929       29              1508.43         1483.02         2991.45
AUS      1921-1929       30              1602.44         1538.08         3140.52
AUS      1921-1929       31              1359.37         1483.06         2842.43
AUS      1921-1929       32              1653.45         1604.18         3257.63
AUS      1921-1929       33              1617.44         1687.29         3304.73
AUS      1921-1929       34              1693.46         1771.32         3464.78
AUS      1921-1929       35              1751.46         1953.63         3705.09
AUS      1921-1929       36              1798.49         1898.54         3697.03
AUS      1921-1929       37              1727.45         1868.46         3595.91
AUS      1921-1929       38              1896.49         2258.97         4155.46
AUS      1921-1929       39              1843.49         2105.79         3949.28
AUS      1921-1929       40              1818.48         2378.19         4196.67
AUS      1921-1929       41              1508.41         2032.67         3541.08
AUS      1921-1929       42              1884.50         2540.34         4424.84
AUS      1921-1929       43              1727.47         2298.11         4025.58
AUS      1921-1929       44              1707.44         2375.05         4082.49
AUS      1921-1929       45              1889.49         2915.82         4805.31
AUS      1921-1929       46              1725.46         2513.25         4238.71
AUS      1921-1929       47              1821.49         2701.61         4523.10
AUS      1921-1929       48              1973.50         2923.84         4897.34
AUS      1921-1929       49              1983.52         2852.65         4836.17
AUS      1921-1929       50              2110.55         3556.70         5667.25
AUS      1921-1929       51              1765.48         2640.51         4405.99
AUS      1921-1929       52              2363.62         3368.36         5731.98
AUS      1921-1929       53              2203.59         3378.49         5582.08
AUS      1921-1929       54              2345.62         3652.78         5998.40
AUS      1921-1929       55              2216.60         3591.77         5808.37
AUS      1921-1929       56              2585.68         4117.41         6703.09
AUS      1921-1929       57              2398.64         3943.23         6341.87
AUS      1921-1929       58              2849.73         4467.90         7317.63
AUS      1921-1929       59              2777.71         4387.85         7165.56
AUS      1921-1929       60              3079.81         5523.37         8603.18
AUS      1921-1929       61              2612.68         4164.46         6777.14
AUS      1921-1929       62              3200.83         5103.63         8304.46
AUS      1921-1929       63              3527.90         5532.17         9060.07
AUS      1921-1929       64              3498.91         5613.16         9112.07
AUS      1921-1929       65              3966.03         6434.38        10400.41
AUS      1921-1929       66              3391.86         5157.62         8549.48
AUS      1921-1929       67              3570.90         5498.04         9068.94
AUS      1921-1929       68              3808.94         5639.10         9448.04
AUS      1921-1929       69              3487.86         5149.40         8637.26
AUS      1921-1929       70              3792.95         5686.06         9479.01
AUS      1921-1929       71              3053.74         4422.56         7476.30
AUS      1921-1929       72              3710.93         5088.47         8799.40
AUS      1921-1929       73              3693.91         4962.32         8656.23
AUS      1921-1929       74              3587.91         4753.05         8340.96
AUS      1921-1929       75              3659.93         4787.16         8447.09
AUS      1921-1929       76              3630.94         4500.80         8131.74
AUS      1921-1929       77              3187.87         3843.99         7031.86
AUS      1921-1929       78              3682.98         4151.43         7834.41
AUS      1921-1929       79              3176.83         3669.74         6846.57
AUS      1921-1929       80              3450.93         3773.98         7224.91
AUS      1921-1929       81              2637.71         2871.75         5509.46
AUS      1921-1929       82              2953.78         3083.02         6036.80
AUS      1921-1929       83              2777.71         2684.50         5462.21
AUS      1921-1929       84              2719.72         2747.49         5467.21
AUS      1921-1929       85              2392.61         2361.14         4753.75
AUS      1921-1929       86              2211.60         2054.70         4266.30
AUS      1921-1929       87              1882.51         1661.21         3543.72
AUS      1921-1929       88              1578.42         1363.83         2942.25
AUS      1921-1929       89              1168.31         1148.53         2316.84
AUS      1921-1929       90              1086.27         1008.36         2094.63
AUS      1921-1929       91               745.21          646.82         1392.03
AUS      1921-1929       92               639.16          577.75         1216.91
AUS      1921-1929       93               561.15          428.55          989.70
AUS      1921-1929       94               405.09          351.45          756.54
AUS      1921-1929       95               320.10          246.32          566.42
AUS      1921-1929       96               265.06          193.22          458.28
AUS      1921-1929       97               186.04          127.16          313.20
AUS      1921-1929       98               137.01           79.11          216.12
AUS      1921-1929       99                65.02           52.05          117.07
AUS      1921-1929      100                27.00           52.06           79.06
AUS      1921-1929      101                30.02           15.01           45.03
AUS      1921-1929      102                24.01           18.02           42.03
AUS      1921-1929      103                11.00            9.00           20.00
AUS      1921-1929      104                10.01           13.00           23.01
AUS      1921-1929      105                 3.00            7.00           10.00
AUS      1921-1929      106                 2.00            2.00            4.00
AUS      1921-1929      107                 3.00            0.00            3.00
AUS      1921-1929      108                 0.00            4.00            4.00
AUS      1921-1929      109                 0.00            3.00            3.00
AUS      1921-1929      110+                0.00            6.00            6.00
AUS      1930-1939        0             20565.97        27307.75        47873.72
AUS      1930-1939        1              3616.37         4195.66         7812.03
AUS      1930-1939        2              1820.15         2194.39         4014.54
AUS      1930-1939        3              1254.12         1626.01         2880.13
AUS      1930-1939        4              1090.10         1229.75         2319.85
AUS      1930-1939        5               861.96         1145.37         2007.33
AUS      1930-1939        6               804.10         1028.32         1832.42
AUS      1930-1939        7               655.86          922.49         1578.35
AUS      1930-1939        8               606.22          843.99         1450.21
AUS      1930-1939        9               519.17          793.71         1312.88
AUS      1930-1939       10               503.68          744.06         1247.74
AUS      1930-1939       11               510.71          703.54         1214.25
AUS      1930-1939       12               519.19          739.55         1258.74
AUS      1930-1939       13               549.13          805.08         1354.21
AUS      1930-1939       14               531.53          926.11         1457.64
AUS      1930-1939       15               587.05          981.59         1568.64
AUS      1930-1939       16               707.07         1012.61         1719.68
AUS      1930-1939       17               776.05         1084.64         1860.69
AUS      1930-1939       18               932.09         1227.75         2159.84
AUS      1930-1939       19              1041.11         1410.84         2451.95
AUS      1930-1939       20              1045.12         1418.86         2463.98
AUS      1930-1939       21              1149.12         1449.86         2598.98
AUS      1930-1939       22              1189.10         1460.86         2649.96
AUS      1930-1939       23              1266.14         1431.86         2698.00
AUS      1930-1939       24              1343.12         1455.88         2799.00
AUS      1930-1939       25              1286.11         1459.86         2745.97
AUS      1930-1939       26              1387.12         1448.88         2836.00
AUS      1930-1939       27              1393.13         1386.85         2779.98
AUS      1930-1939       28              1423.14         1482.90         2906.04
AUS      1930-1939       29              1401.12         1454.89         2856.01
AUS      1930-1939       30              1424.12         1420.85         2844.97
AUS      1930-1939       31              1286.14         1366.84         2652.98
AUS      1930-1939       32              1464.15         1608.98         3073.13
AUS      1930-1939       33              1443.14         1498.90         2942.04
AUS      1930-1939       34              1490.14         1602.96         3093.10
